position,playerId,playerName,minutesPlayed,expected_danger_per_90,danger_passes_per_90,total_danger,total_danger_passes,total_passes
RB,263803,T. Castagne,1309.0,0.7375534576429872,2.6814362108479757,10.727305289496336,39,746
RB5,263803,T. Castagne,281.0,0.02515480289684308,0.0,0.0785388846001434,0,9
RCB3,263803,T. Castagne,198.0,0.2727871557241118,0.4545454545454546,0.6001317425930459,1,55
RWB,263803,T. Castagne,540.0,0.26146993098543886,1.8333333333333335,1.5688195859126333,11,148
AMF,264303,R. Christie,224.0,0.29839762493043825,2.4107142857142856,0.7426785331602019,6,40
LCMF,264303,R. Christie,71.0,0.34766060316872843,2.535211267605634,0.2742655869442191,2,12
LDMF,264303,R. Christie,961.0,0.5047878786011123,2.6222684703433923,5.390012792618543,28,455
LW,264303,R. Christie,90.0,0.5680959173087529,1.0,0.5680959173087529,1,50
RAMF,264303,R. Christie,90.0,0.38210537836237957,5.0,0.38210537836237957,5,20
RCMF,264303,R. Christie,131.0,0.2496683827251196,0.6870229007633587,0.3634062015221185,1,33
RDMF,264303,R. Christie,1023.0,0.5275418947914458,3.1671554252199416,5.996392870796099,36,430
AMF,265366,W. Ndidi,416.0,0.30378362528004854,1.5144230769230769,1.4041554235166689,7,97
DMF,265366,W. Ndidi,90.0,0.049396128170479,0.0,0.049396128170479,0,4
LCMF,265366,W. Ndidi,270.0,0.4468933395436129,2.0,1.3406800186308385,6,97
LCMF3,265366,W. Ndidi,70.0,0.3202113440757781,1.2857142857142856,0.2490532676144941,1,22
LDMF,265366,W. Ndidi,254.0,0.5017190150329988,3.188976377952756,1.4159625535375744,9,105
RCMF,265366,W. Ndidi,596.0,0.3238313995991629,1.3590604026845639,2.144483490678901,9,171
RCMF3,265366,W. Ndidi,161.0,0.11790618863989041,0.5590062111801242,0.2109210707891373,1,21
RDMF,265366,W. Ndidi,1182.0,0.435348135635563,1.446700507614213,5.717572181347061,19,470
RWB,265366,W. Ndidi,90.0,0.1155820641068189,0.0,0.1155820641068189,0,11
AMF,265673,Bernardo Silva,180.0,0.503796659688901,3.0,1.007593319377802,6,71
DMF,265673,Bernardo Silva,90.0,0.0724931858327712,0.0,0.0724931858327712,0,7
LCMF,265673,Bernardo Silva,478.0,0.6332255304633174,3.389121338912134,3.3631311506829524,18,243
LCMF3,265673,Bernardo Silva,90.0,0.6417739529685728,3.0,0.6417739529685728,3,50
LDMF,265673,Bernardo Silva,114.0,0.25849896221087093,0.7894736842105263,0.3274320188004365,1,21
LW,265673,Bernardo Silva,90.0,0.09594959735573802,1.0,0.095949597355738,1,11
RAMF,265673,Bernardo Silva,657.0,0.41095747383190656,3.150684931506849,2.999989558972918,23,255
RB,265673,Bernardo Silva,90.0,0.13898534404219298,1.0,0.13898534404219298,1,13
RCMF,265673,Bernardo Silva,450.0,0.3458665112516811,1.2000000000000002,1.7293325562584054,6,154
RCMF3,265673,Bernardo Silva,360.0,0.5405066650433433,1.5,2.1620266601733733,6,211
RDMF,265673,Bernardo Silva,720.0,0.6459396041170549,3.2499999999999996,5.167516832936439,26,461
RW,265673,Bernardo Silva,748.0,0.22046313623461292,1.804812834224599,1.832293621149894,15,150
RWB,265673,Bernardo Silva,180.0,0.16666639575413794,1.0,0.3333327915082759,2,51
RWF,265673,Bernardo Silva,90.0,0.435325053099798,4.0,0.4353250530997981,4,20
RCB,270866,Diego Carlos,846.0,0.7043374823094742,0.7446808510638298,6.620772333709058,7,581
AMF,274435,E. Ünal,123.0,0.15282835774174866,1.4634146341463417,0.2088654222470565,2,19
CF,274435,E. Ünal,332.0,0.1826764641665436,1.897590361445783,0.6738731789254719,7,53
LDMF,274435,E. Ünal,21.0,0.8372067105694487,4.285714285714286,0.1953482324662047,1,4
SS,274435,E. Ünal,13.0,0.1096667392333604,0.0,0.0158407512225965,0,1
AMF,275780,H. Reed,44.0,0.7207434302862764,8.181818181818182,0.352363454806624,4,25
LCMF,275780,H. Reed,23.0,0.48870122339445854,3.9130434782608696,0.12489031264525051,1,5
LDMF,275780,H. Reed,20.0,0.04265278098951195,0.0,0.0094783957754471,0,1
RCMF,275780,H. Reed,73.0,0.2525391157999902,0.0,0.2048372828155476,0,19
RDMF,275780,H. Reed,66.0,0.23674095124866304,2.7272727272727275,0.17361003091568622,2,7
AMF,275785,M. Harness,33.0,0.19068273048579734,0.0,0.0699170011781257,0,7
LAMF,275785,M. Harness,33.0,0.1445807229815452,0.0,0.053012931759899906,0,7
LW,275785,M. Harness,24.0,0.22938428179970474,3.75,0.0611691418132546,1,2
LB,281135,M. Targett,13.0,1.057699695585845,6.923076923076923,0.1527788449179554,1,8
RB,281135,M. Targett,17.0,0.22856306809033536,0.0,0.0431730239726189,0,7
AMF,282267,H. Wilson,275.0,0.24011990369638803,2.618181818181818,0.7336997057389634,8,44
LAMF,282267,H. Wilson,89.0,0.013920631714275168,0.0,0.013765958028560999,0,4
RAMF,282267,H. Wilson,927.0,0.3801899242158214,3.6893203883495147,3.9159562194229607,38,281
RCMF,282267,H. Wilson,19.0,0.8464666783218519,4.7368421052631575,0.1786985209790576,1,8
RCMF3,282267,H. Wilson,121.0,0.5785119049182663,5.950413223140496,0.7777771166123357,8,21
RDMF,282267,H. Wilson,18.0,0.173920390162741,0.0,0.034784078032548196,0,4
RW,282267,H. Wilson,181.0,0.31194684801081135,2.4861878453038675,0.6273597721106317,5,40
RWF,282267,H. Wilson,98.0,0.5966026138639112,6.428571428571428,0.6496339573184811,7,45
AMF,282877,S. Szmodics,21.0,0.37314868291312203,4.285714285714286,0.08706802601306181,1,6
LAMF,282877,S. Szmodics,774.0,0.2749146813686,2.0930232558139537,2.3642662597699595,18,142
LCMF,282877,S. Szmodics,6.0,0.047533084463157,0.0,0.0031688722975438,0,1
LCMF3,282877,S. Szmodics,71.0,0.18124106344400476,1.267605633802817,0.1429790611613815,1,11
LW,282877,S. Szmodics,169.0,0.12541161655747826,0.0,0.23549514664682028,0,24
RW,282877,S. Szmodics,73.0,0.2153243095675878,1.2328767123287672,0.17465193998259898,1,16
CB,283145,T. Adarabioyo,90.0,0.0855212860485967,0.0,0.0855212860485967,0,7
LCB,283145,T. Adarabioyo,198.0,0.4506920224101252,0.9090909090909092,0.9915224493022754,2,101
RCB,283145,T. Adarabioyo,1340.0,0.6834518895609004,0.20149253731343283,10.175839244573407,3,1032
GK,283147,D. Henderson,3420.0,0.2805566859992695,0.3157894736842105,10.661154067972241,12,1091
AMF,284302,J. Maddison,331.0,0.5194390949682688,3.5347432024169185,1.9103815603832999,13,149
LCMF,284302,J. Maddison,357.0,0.9771511789510845,9.831932773109244,3.876033009839302,39,215
LCMF3,284302,J. Maddison,1221.0,0.8011020623883559,6.044226044226044,10.868284646402028,82,744
LDMF,284302,J. Maddison,164.0,0.43556747694081904,3.8414634146341466,0.7937007357588258,7,76
LWF,284302,J. Maddison,90.0,0.206130358916604,0.0,0.206130358916604,0,22
RCMF,284302,J. Maddison,18.0,0.29050656831695,5.0,0.05810131366339,1,4
LB,284992,H. Toffolo,131.0,0.40990686809569854,3.435114503816794,0.5966422191170724,5,54
LB5,284992,H. Toffolo,107.0,0.15620275010810616,0.0,0.1857077140174151,0,20
CB,285382,W. Faes,90.0,0.0681231080177105,0.0,0.0681231080177105,0,6
LCB,285382,W. Faes,586.0,0.5458941916538985,0.0,3.554377736768717,0,334
RB,285382,W. Faes,90.0,0.0290249433122261,1.0,0.0290249433122261,1,2
RB5,285382,W. Faes,90.0,0.0122801876101093,0.0,0.0122801876101093,0,2
RCB,285382,W. Faes,1890.0,0.462013129027848,0.5238095238095238,9.702275709584809,11,944
RCB3,285382,W. Faes,630.0,0.4067613055263731,0.8571428571428572,2.8473291386846116,6,249
AMF,285403,T. Souček,654.0,0.2532216656681619,0.8256880733944955,1.8400774371886433,6,148
DMF,285403,T. Souček,270.0,0.12445167436541654,0.0,0.3733550230962496,0,36
LCMF,285403,T. Souček,237.0,0.11340078516518434,0.0,0.2986220676016521,0,29
LCMF3,285403,T. Souček,327.0,0.2408907885845763,0.5504587155963303,0.8752365318572939,2,84
LDMF,285403,T. Souček,316.0,0.13544643036511106,0.2848101265822785,0.4755674666152788,1,50
LWF,285403,T. Souček,90.0,0.0446775796322528,0.0,0.0446775796322528,0,6
RAMF,285403,T. Souček,15.0,0.0666721487895738,0.0,0.0111120247982623,0,1
RCB,285403,T. Souček,90.0,0.167625636678815,0.0,0.167625636678815,0,16
RCMF,285403,T. Souček,1265.0,0.2981276987210165,1.2094861660079053,4.190350432023177,17,331
RCMF3,285403,T. Souček,424.0,0.18840398601503808,0.6367924528301887,0.8875921118930683,3,85
RDMF,285403,T. Souček,349.0,0.30464675668227786,0.7736389684813754,1.1813524231346109,3,89
RW,285403,T. Souček,90.0,0.106381199036421,0.0,0.106381199036421,0,9
AMF,285506,T. Awoniyi,9.0,0.08921381647281201,0.0,0.0089213816472812,0,1
CF,285506,T. Awoniyi,465.0,0.168659681642059,1.3548387096774195,0.8714083551506382,7,81
LCMF3,285506,T. Awoniyi,7.0,0.1622706532804247,0.0,0.0126210508106997,0,2
SS,285506,T. Awoniyi,46.0,0.39834780064243436,3.9130434782608696,0.20359998699502202,2,10
AMF,286368,Y. Wissa,90.0,0.152297999679088,2.0,0.152297999679088,2,4
CF,286368,Y. Wissa,2752.0,0.22705948142715682,1.8313953488372094,6.9429743654170615,56,492
SS,286368,Y. Wissa,447.0,0.24403427611787012,1.8120805369127515,1.212036904718755,9,73
CB,286380,I. Diop,90.0,0.0261968374095242,0.0,0.0261968374095242,0,2
RB,286380,I. Diop,18.0,0.47271038093217554,0.0,0.0945420761864351,0,8
RCB,286380,I. Diop,1022.0,0.5557534784585391,0.26418786692759294,6.310889499829188,3,568
RCB3,286380,I. Diop,503.0,0.3219241632367138,0.536779324055666,1.7991983789785226,3,170
AMF,286829,A. Armstrong,156.0,0.3238463457436328,1.1538461538461537,0.5613336659556302,2,21
CF,286829,A. Armstrong,313.0,0.24646645831377073,1.1501597444089455,0.8571555716912248,4,49
LW,286829,A. Armstrong,348.0,0.2237290973461621,2.586206896551724,0.8650858430718267,10,46
LWF,286829,A. Armstrong,130.0,0.21358530134296333,1.3846153846153846,0.3085121019398359,2,14
RAMF,286829,A. Armstrong,16.0,0.08770138673725182,0.0,0.0155913576421781,0,1
RW,286829,A. Armstrong,291.0,0.26540051035418777,2.4742268041237114,0.8581283168118738,8,47
RWF,286829,A. Armstrong,81.0,0.035157642261595554,0.0,0.031641878035436,0,2
SS,286829,A. Armstrong,457.0,0.2612602870002415,1.7724288840262583,1.3266216795456707,9,98
AMF,286831,D. Solanke,22.0,0.025002686919822954,0.0,0.0061117679137345,0,1
CF,286831,D. Solanke,2219.0,0.18499500212762707,1.2978819287967553,4.561154552457827,32,315
SS,286831,D. Solanke,90.0,0.0664479226214667,0.0,0.0664479226214667,0,9
LCB,288080,C. Burgess,1398.0,0.4176618728481942,0.7081545064377682,6.487681091575284,11,622
LCB3,288080,C. Burgess,418.0,0.2833295520020834,0.645933014354067,1.3159083637430096,3,122
AMF,288091,Marco Asensio,508.0,0.6903829715724906,7.263779527559055,3.8968283284313916,41,229
CF,288091,Marco Asensio,21.0,0.4252686738368169,4.285714285714286,0.0992293572285906,1,1
RWF,288091,Marco Asensio,28.0,0.5294852810465477,6.428571428571428,0.1647287541033704,2,10
SS,288091,Marco Asensio,244.0,0.3552658903519604,2.581967213114754,0.9631653027319815,7,74
LB,290954,K. Tierney,161.0,0.6810954075866865,4.472049689440993,1.2184040069050726,8,103
LB5,290954,K. Tierney,9.0,-0.056896293797444,0.0,-0.0056896293797444,0,1
LCB,290954,K. Tierney,63.0,0.8451177792767508,5.7142857142857135,0.5915824454937255,4,54
LW,290954,K. Tierney,8.0,0.8788518913479649,11.25,0.0781201681198191,1,3
LWB,290954,K. Tierney,6.0,0.14387016239849698,0.0,0.0095913441598998,0,1
LWF,290954,K. Tierney,36.0,0.38066634207675154,5.0,0.1522665368307006,2,8
RB5,290954,K. Tierney,17.0,0.1035524639686426,0.0,0.0195599098607436,0,1
RCB3,290954,K. Tierney,5.0,0.27084862032743523,0.0,0.0150471455737464,0,2
LW,293686,J. Murphy,66.0,0.1866748333409051,1.3636363636363638,0.1368948777833304,1,7
LWF,293686,J. Murphy,69.0,0.012997317091650916,0.0,0.009964609770265701,0,2
RB,293686,J. Murphy,90.0,0.0378482743911439,0.0,0.0378482743911439,0,5
RB5,293686,J. Murphy,152.0,0.4008328394805481,4.7368421052631575,0.6769621289004812,8,40
RCMF3,293686,J. Murphy,50.0,0.4812344328760329,3.6,0.26735246270890717,2,24
RW,293686,J. Murphy,705.0,0.34565886284006936,3.3191489361702127,2.70766109224721,26,176
RWB,293686,J. Murphy,222.0,0.5975259235031241,5.27027027027027,1.4738972779743729,13,90
RWF,293686,J. Murphy,1610.0,0.6700986372459637,4.919254658385093,11.987320066288907,88,665
AMF,293687,D. Calvert-Lewin,63.0,0.02253603224811086,0.0,0.0157752225736776,0,1
CF,293687,D. Calvert-Lewin,1468.0,0.1796386814817355,0.9809264305177111,2.9301064935020857,16,207
LAMF,293687,D. Calvert-Lewin,20.0,0.0959749188375402,0.0,0.021327759741675598,0,3
SS,293687,D. Calvert-Lewin,166.0,0.22036153597508867,2.168674698795181,0.4064446107984969,4,21
GK,297621,David Raya,3420.0,0.3530517403782912,0.15789473684210525,13.415966134375063,6,1326
AMF,297957,M. Akanji,10.0,0.2731560033006963,0.0,0.0303506670334107,0,6
LCB,297957,M. Akanji,849.0,0.6260514694318855,1.4840989399293285,5.90575219497412,14,583
RB,297957,M. Akanji,136.0,0.3732855960081921,2.6470588235294117,0.5640760117457125,4,51
RCB,297957,M. Akanji,1125.0,0.6059872916311019,0.96,7.574841145388774,12,817
RCB3,297957,M. Akanji,180.0,0.8637421144824515,1.5,1.727484228964903,3,208
RCMF,297957,M. Akanji,90.0,0.1321263214294241,0.0,0.1321263214294241,0,11
DMF,298980,Joelinton,90.0,0.09956557121680032,0.0,0.0995655712168003,0,12
LCMF,298980,Joelinton,242.0,0.2754063081999518,0.371900826446281,0.7405369620487594,1,73
LCMF3,298980,Joelinton,1909.0,0.3237672338966393,1.0843373493975905,6.867462772318716,23,684
LW,298980,Joelinton,180.0,0.2288800034970374,1.0,0.4577600069940748,2,34
LWF,298980,Joelinton,158.0,0.2598824201295887,1.7088607594936709,0.45623802644972233,3,43
RCMF3,298980,Joelinton,254.0,0.15397705493689479,0.3543307086614173,0.4345574661552364,1,45
RW,298980,Joelinton,90.0,0.026454855919731,0.0,0.026454855919731,0,4
RWF,298980,Joelinton,338.0,0.26822509647384807,1.8639053254437872,1.0073342512017849,7,97
AMF,299699,J. Bowen,180.0,0.028788922896998546,0.0,0.05757784579399709,0,6
CF,299699,J. Bowen,1312.0,0.25156631523073353,2.88109756097561,3.6672778398080266,42,159
LDMF,299699,J. Bowen,86.0,0.46060132720716734,3.13953488372093,0.440130157109071,3,22
RAMF,299699,J. Bowen,986.0,0.422424496506196,3.0121703853955375,4.627895039501214,33,183
RCMF,299699,J. Bowen,90.0,0.0192953958882012,0.0,0.0192953958882012,0,3
RW,299699,J. Bowen,1034.0,0.3827661827460571,4.264990328820116,4.39755814399359,49,189
RWF,299699,J. Bowen,450.0,0.20683350771533085,2.4000000000000004,1.0341675385766542,12,40
SS,299699,J. Bowen,875.0,0.39891397315105087,2.9828571428571427,3.878330294524106,29,188
GK,300114,J. Lumley,270.0,0.5182997586584671,0.0,1.5548992759754012,0,142
AMF,301047,O. Watkins,84.0,0.02439542077130775,0.0,0.0227690593865539,0,2
CF,301047,O. Watkins,2645.0,0.2373933915499538,2.109640831758034,6.976728007218087,62,377
LW,301047,O. Watkins,21.0,0.021220223255487,0.0,0.0049513854262803,0,1
SS,301047,O. Watkins,90.0,0.2802461899508121,3.0,0.2802461899508121,3,8
AMF,302292,M. Ødegaard,90.0,0.23521774245059157,3.0,0.23521774245059157,3,11
LCMF,302292,M. Ødegaard,90.0,0.4277688066233878,6.0,0.4277688066233878,6,28
RCMF,302292,M. Ødegaard,212.0,0.17601001811513522,2.1226415094339623,0.4146013760045407,5,33
RCMF3,302292,M. Ødegaard,2146.0,0.7197797806627633,5.829450139794967,17.162748992247668,139,1274
SS,302292,M. Ødegaard,266.0,0.4706649499068892,4.060150375939849,1.3910764075025834,12,110
LCMF,302518,L. Cook,90.0,0.0996324980474151,1.0,0.0996324980474151,1,10
LDMF,302518,L. Cook,1164.0,0.564663920195235,4.484536082474227,7.302986701191707,58,508
RAMF,302518,L. Cook,90.0,0.013477920102437698,0.0,0.0134779201024377,0,1
RB,302518,L. Cook,1579.0,0.3145458438145524,1.7669411019632677,5.518532082035314,31,496
RCB,302518,L. Cook,180.0,0.07219791949623006,0.5,0.1443958389924601,1,13
RCMF3,302518,L. Cook,28.0,0.36180175146058985,3.214285714285714,0.11256054489885019,1,5
RDMF,302518,L. Cook,1490.0,0.4497695928832275,3.0201342281879193,7.446185482177877,50,513
AMF,303357,P. Billing,143.0,0.6851136972419314,4.405594405594406,1.088569541173291,7,67
CF,303357,P. Billing,33.0,1.1791712879957459,8.181818181818182,0.43236280559844015,3,13
LCMF,303357,P. Billing,20.0,0.5213143646925894,4.5,0.1158476365983532,1,6
LDMF,303357,P. Billing,11.0,1.0212811473813692,8.181818181818182,0.1248232513466118,1,2
RDMF,303357,P. Billing,25.0,1.4630385254218379,14.4,0.406399590394955,4,10
AMF,326547,E. Buendía,63.0,0.15201739858225988,0.0,0.10641217900758192,0,19
CF,326547,E. Buendía,15.0,0.2972769309606666,0.0,0.0495461551601111,0,7
LAMF,326547,E. Buendía,24.0,0.1507784295464175,0.0,0.040207581212377996,0,6
LDMF,326547,E. Buendía,19.0,0.33874550969242595,0.0,0.0715129409350677,0,6
LW,326547,E. Buendía,29.0,0.4435202372232659,0.0,0.1429120764386079,0,15
RW,326547,E. Buendía,17.0,0.20895778233626508,0.0,0.0394698033301834,0,6
GK,326998,G. Vicario,2160.0,0.4002520405017525,0.16666666666666669,9.606048972042059,4,786
RB,327391,J. Bree,180.0,0.322449696759564,2.5,0.644899393519128,5,46
RB5,327391,J. Bree,244.0,0.39210148262896233,2.581967213114754,1.0630306862385202,7,88
RCB,327391,J. Bree,77.0,0.28908749915526866,1.168831168831169,0.2473304159439521,1,16
RCB3,327391,J. Bree,580.0,0.5166110142771583,1.396551724137931,3.3292709808972427,9,277
RWB,327391,J. Bree,279.0,0.5945288928598295,3.225806451612903,1.8430395678654712,10,153
LB,333618,K. Ajer,450.0,0.43242518147758385,1.0,2.162125907387919,5,203
LW,333618,K. Ajer,90.0,0.0186694500791115,0.0,0.0186694500791115,0,2
RB,333618,K. Ajer,971.0,0.40912595377758243,2.4098867147270853,4.4140144568670285,26,341
RB5,333618,K. Ajer,173.0,0.5176429721468079,2.0809248554913293,0.9950248242377528,4,86
LB,336242,R. Henry,139.0,0.41428775196569495,2.589928057553957,0.6398444169247955,4,48
AMF,337003,J. Aribo,7.0,0.16007561391732172,0.0,0.0124503255269028,0,2
LCB,337003,J. Aribo,85.0,0.3130838316974415,1.0588235294117647,0.2956902854920281,1,21
LCB3,337003,J. Aribo,410.0,0.38098148149905864,0.6585365853658537,1.7355823046068228,3,162
LCMF,337003,J. Aribo,1243.0,0.3475745819527758,0.8688656476267095,4.8003911707477815,12,484
LCMF3,337003,J. Aribo,277.0,0.5891252048240816,2.2743682310469313,1.81319646373634,7,123
LW,337003,J. Aribo,90.0,0.0157381785743579,0.0,0.0157381785743579,0,2
RCMF,337003,J. Aribo,554.0,0.31185628615939887,0.6498194945848376,1.919648694803411,4,160
RCMF3,337003,J. Aribo,231.0,0.21375191577184138,0.0,0.5486299171477262,0,44
AMF,339789,Mikel Merino,80.0,0.14873866817458142,1.125,0.1322121494885168,1,11
CF,339789,Mikel Merino,565.0,0.19916451630864246,1.592920353982301,1.2503105746042553,10,101
DMF,339789,Mikel Merino,23.0,0.024596484019722,0.0,0.0062857681383734,0,1
LCMF,339789,Mikel Merino,370.0,0.44636638439480797,1.945945945945946,1.8350618025119882,8,154
LCMF3,339789,Mikel Merino,706.0,0.4206524840478685,2.039660056657224,3.2997850415310572,16,256
LDMF,339789,Mikel Merino,90.0,0.0415604334740682,1.0,0.0415604334740682,1,4
RCMF,339789,Mikel Merino,90.0,0.0678522445971004,1.0,0.0678522445971004,1,2
RCMF3,339789,Mikel Merino,8.0,0.584812167895953,0.0,0.0519833038129736,0,6
RW,339789,Mikel Merino,80.0,0.4183540938181987,4.5,0.3718703056161766,4,22
SS,339789,Mikel Merino,80.0,0.022052976080923915,0.0,0.0196026454052657,0,1
CF,340386,Gabriel Jesus,540.0,0.28500447406385776,1.6666666666666665,1.7100268443831468,10,153
LCMF,340386,Gabriel Jesus,26.0,0.06731012908472642,0.0,0.019445148402254298,0,2
LCMF3,340386,Gabriel Jesus,12.0,0.22852806258543978,0.0,0.0304704083447253,0,2
LW,340386,Gabriel Jesus,25.0,0.3502507120769081,3.6,0.0972918644658078,1,15
RW,340386,Gabriel Jesus,29.0,0.4571237726139116,3.103448275862069,0.1472954378422604,1,8
RWF,340386,Gabriel Jesus,14.0,1.4831781392343084,6.428571428571428,0.23071659943644796,1,11
SS,340386,Gabriel Jesus,26.0,1.491396072792751,10.384615384615385,0.43084775436235034,3,9
DMF,340706,G. Rodríguez,573.0,0.4591204841905988,0.9424083769633509,2.923067082680146,6,268
LCMF,340706,G. Rodríguez,186.0,0.4779283663096045,0.4838709677419355,0.9877186237065159,1,85
LDMF,340706,G. Rodríguez,343.0,0.3189575163812491,0.0,1.2155825346529827,0,111
RCMF,340706,G. Rodríguez,174.0,0.21739818644665684,0.0,0.4203031604635366,0,45
RCMF3,340706,G. Rodríguez,91.0,0.09424260231484768,0.0,0.09528974234056821,0,12
RDMF,340706,G. Rodríguez,90.0,0.1800506744477003,1.0,0.1800506744477003,1,14
GK,343098,T. King,3.0,0.37226077108653,0.0,0.012408692369551,0,1
AMF,343958,S. Mavididi,29.0,0.9463246117002538,6.206896551724138,0.30492681932563737,2,18
CF,343958,S. Mavididi,28.0,0.19860925874945337,3.214285714285714,0.0617895471664966,1,3
LAMF,343958,S. Mavididi,1062.0,0.5572386877662612,5.084745762711864,6.575416515641882,60,402
LW,343958,S. Mavididi,498.0,0.437007682760581,3.6144578313253013,2.4181091779418815,20,134
LWB,343958,S. Mavididi,29.0,2.031323488073445,15.517241379310345,0.6545375683792213,5,20
LWF,343958,S. Mavididi,49.0,0.7476529680654929,5.5102040816326525,0.40705550483565717,3,24
RAMF,343958,S. Mavididi,59.0,0.13620968365898653,1.5254237288135593,0.08929301484311339,1,6
GK,344038,A. Onana,3060.0,0.38681869458388446,0.08823529411764705,13.151835615852072,3,1195
LB,344040,Marc Cucurella,3007.0,0.6125219243115083,2.03525108081144,20.465038071163395,68,1860
LB5,344040,Marc Cucurella,180.0,0.038282403194147496,0.0,0.07656480638829499,0,7
LCB3,344040,Marc Cucurella,90.0,0.0561652864553853,0.0,0.0561652864553853,0,10
LWB,344040,Marc Cucurella,90.0,0.0384485692028408,0.0,0.0384485692028408,0,3
RDMF,344040,Marc Cucurella,90.0,0.0678986289634133,0.0,0.0678986289634133,0,8
LB,344100,Sergio Reguilón,224.0,0.8325132108015645,4.821428571428571,2.072032880217227,12,131
LB,344181,K. Tsimikas,894.0,1.0204745942714957,6.845637583892617,10.136714303096857,68,656
AMF,345621,Diogo Jota,35.0,0.06232427527562794,0.0,0.024237218162744198,0,3
CF,345621,Diogo Jota,1167.0,0.2704042173353382,2.236503856041131,3.506241351448219,29,237
LAMF,345621,Diogo Jota,101.0,0.19048757102713768,2.673267326732673,0.2137693852637878,3,20
LCMF,345621,Diogo Jota,33.0,0.14866344810202964,0.0,0.0545099309707442,0,6
LCMF3,345621,Diogo Jota,22.0,1.4403150213283857,16.363636363636363,0.3520770052136054,4,15
RCMF,345621,Diogo Jota,33.0,0.7086274452307091,2.7272727272727275,0.25983006325126,1,6
RDMF,345621,Diogo Jota,33.0,0.05895969877752463,0.0,0.021618556218425698,0,2
GK,345829,C. Kelleher,900.0,0.38334280742973,0.1,3.8334280742973,1,353
LDMF,346101,T. Alexander-Arnold,90.0,0.3664007726819572,2.0,0.3664007726819572,2,26
RB,346101,T. Alexander-Arnold,2403.0,0.9670007465585986,6.591760299625468,25.818919933114582,176,1920
RCMF3,346101,T. Alexander-Arnold,77.0,0.05920261236810981,1.168831168831169,0.050651123914938395,1,3
AMF,346125,D. Brooks,223.0,0.24523981812571446,1.6143497757847534,0.6076497715781591,4,63
CF,346125,D. Brooks,14.0,0.9814799797612798,12.857142857142856,0.1526746635184213,2,7
LAMF,346125,D. Brooks,29.0,0.9160353986941927,12.413793103448276,0.29516696180146207,4,14
LCMF,346125,D. Brooks,36.0,0.14714648641125425,2.5,0.058858594564501696,1,4
LW,346125,D. Brooks,50.0,0.34025376437862065,3.6,0.1890298690992337,2,13
RAMF,346125,D. Brooks,694.0,0.4477320138226603,4.020172910662824,3.45251130658807,31,223
RCB,346125,D. Brooks,36.0,0.4762084783880035,2.5,0.1904833913552014,1,5
RCMF,346125,D. Brooks,64.0,0.1960829854529483,1.40625,0.1394367896554299,1,15
RDMF,346125,D. Brooks,111.0,0.7772079603483716,5.675675675675675,0.9585564844296584,7,43
RW,346125,D. Brooks,14.0,0.1854738829016595,0.0,0.0288514928958137,0,5
LCB,346131,T. Chalobah,165.0,0.5665600390646616,1.6363636363636362,1.0386934049518795,3,96
LCB3,346131,T. Chalobah,88.0,0.231319513173581,0.0,0.2261790795475014,0,23
RB,346131,T. Chalobah,294.0,0.2420170050167661,1.5306122448979593,0.7905888830547693,5,76
RCB,346131,T. Chalobah,801.0,0.5624282909950683,0.33707865168539325,5.005611789856108,3,483
RCB3,346131,T. Chalobah,1073.0,0.37335574022218904,0.8387698042870456,4.451230102871209,10,419
AMF,346139,M. Mount,260.0,0.31751159439971066,3.4615384615384617,0.9172557171547197,10,74
LCMF,346139,M. Mount,89.0,0.3646592857830673,1.0112359550561798,0.3606075159410332,1,31
LWF,346139,M. Mount,218.0,0.40963154528720114,2.4770642201834865,0.9922186319178871,6,89
RW,346139,M. Mount,75.0,0.5869870634203863,4.800000000000001,0.4891558861836553,4,12
RWF,346139,M. Mount,198.0,0.27750736549089183,1.3636363636363638,0.6105162040799621,3,46
AMF,346158,E. Nketiah,243.0,0.24085319694213062,1.1111111111111112,0.6503036317437526,3,52
CF,346158,E. Nketiah,718.0,0.1639329045829546,0.8774373259052926,1.30782028322846,7,99
LW,346158,E. Nketiah,7.0,0.11540558948215758,0.0,0.0089759902930567,0,1
LWF,346158,E. Nketiah,82.0,0.4055398558143683,5.48780487804878,0.3694918686308689,5,19
RW,346158,E. Nketiah,42.0,0.30956351718418224,4.285714285714286,0.1444629746859517,2,9
RWF,346158,E. Nketiah,274.0,0.1876046191198706,0.656934306569343,0.571151840431606,2,34
SS,346158,E. Nketiah,10.0,1.0871619011480116,9.0,0.1207957667942235,1,4
CF,346159,J. Willock,102.0,0.09563046390047894,0.8823529411764706,0.1083811924205428,1,14
LCMF,346159,J. Willock,117.0,0.2787960018704416,2.3076923076923075,0.3624348024315741,3,21
LCMF3,346159,J. Willock,786.0,0.37048876823245447,2.6335877862595423,3.2356019092301023,23,229
LW,346159,J. Willock,117.0,0.19418376638856025,0.7692307692307693,0.2524388963051283,1,22
LWB,346159,J. Willock,50.0,0.20321651671206875,0.0,0.1128980648400382,0,14
LWF,346159,J. Willock,168.0,0.5119835119804063,2.6785714285714284,0.9557025556967583,5,64
AMF,347200,C. Nkunku,36.0,0.22371473111141846,2.5,0.0894858924445674,1,6
CF,347200,C. Nkunku,558.0,0.27265094154831854,1.6129032258064515,1.690435837599575,10,133
