position,playerId,playerName,minutesPlayed,expected_danger_per_90,danger_passes_per_90,total_danger,total_danger_passes,total_passes
RWF,448079,I. Sarr,907.0,0.3237400057920855,2.679162072767365,3.2625798361491283,27,197
SS,448079,I. Sarr,138.0,0.09824670139403785,0.6521739130434783,0.1506449421375247,1,12
CB,448210,E. Álvarez,54.0,0.2869497126043473,0.0,0.1721698275626084,0,16
DMF,448210,E. Álvarez,422.0,0.46713693488500047,1.066350710900474,2.190353183571891,5,200
LAMF,448210,E. Álvarez,83.0,0.015498114476711315,0.0,0.0142927055729671,0,1
LCB3,448210,E. Álvarez,48.0,0.13417468885329936,0.0,0.071559834055093,0,8
LCMF,448210,E. Álvarez,452.0,0.2376579629247889,0.995575221238938,1.1935711026889397,5,124
LCMF3,448210,E. Álvarez,266.0,0.31353659691136315,1.3533834586466165,0.9266748308713622,4,90
LDMF,448210,E. Álvarez,345.0,0.3232478108919514,0.782608695652174,1.2391166084191472,3,107
LW,448210,E. Álvarez,88.0,0.06576295143401499,0.0,0.0643015525132591,0,6
RCB,448210,E. Álvarez,90.0,0.019462346840672502,0.0,0.019462346840672502,0,2
RCB3,448210,E. Álvarez,54.0,0.41031472083922754,3.333333333333333,0.24618883250353651,2,21
RCMF,448210,E. Álvarez,221.0,0.19161970939018222,0.0,0.47053284194700307,0,41
RDMF,448210,E. Álvarez,834.0,0.3833962834051017,0.6474820143884893,3.552805559553942,6,363
DMF,448638,S. Longstaff,8.0,0.27709123045640294,0.0,0.024630331596124704,0,2
LCMF3,448638,S. Longstaff,93.0,0.24995697843536277,0.0,0.2582888777165415,0,25
RCMF,448638,S. Longstaff,100.0,0.14774309821149958,0.0,0.1641589980127773,0,15
RCMF3,448638,S. Longstaff,754.0,0.44553692332589273,1.7904509283819627,3.732609335419146,15,281
RW,448638,S. Longstaff,23.0,0.6268076931321661,0.0,0.1601841882448869,0,12
AMF,448645,M. Gibbs-White,2406.0,0.44279284838259686,3.029925187032419,11.837328813428089,81,947
CF,448645,M. Gibbs-White,172.0,0.14074966898221986,1.0465116279069768,0.2689882562771313,2,17
DMF,448645,M. Gibbs-White,90.0,0.0391629215830927,0.0,0.0391629215830927,0,6
LAMF,448645,M. Gibbs-White,90.0,0.05633271232691579,1.0,0.05633271232691579,1,8
LCMF,448645,M. Gibbs-White,75.0,0.0357656799523824,0.0,0.029804733293652,0,5
LCMF3,448645,M. Gibbs-White,78.0,0.0496652831459625,0.0,0.0430432453931675,0,3
LDMF,448645,M. Gibbs-White,180.0,0.06426281507081925,1.0,0.1285256301416385,2,8
LW,448645,M. Gibbs-White,88.0,0.03560070382276817,1.0227272727272727,0.0348095770711511,1,1
RCMF,448645,M. Gibbs-White,310.0,0.15524128997575687,0.2903225806451613,0.5347199988053848,1,68
RCMF3,448645,M. Gibbs-White,250.0,0.45626558722919086,1.44,1.2674044089699745,4,98
RDMF,448645,M. Gibbs-White,262.0,0.22976842083587087,1.3740458015267174,0.6688814028777574,4,42
RW,448645,M. Gibbs-White,425.0,0.07454931169574931,0.4235294117647058,0.3520384163410384,2,27
SS,448645,M. Gibbs-White,82.0,0.026043598528274522,0.0,0.0237286119924279,0,2
GK,448687,Robert Sánchez,2880.0,0.37878043870750167,0.0625,12.120974038640055,2,1138
CF,448708,H. Barnes,26.0,0.08684042070393103,0.0,0.0250872326478023,0,2
LB,448708,H. Barnes,34.0,0.424432340666834,2.6470588235294117,0.1603411064741373,1,6
LB5,448708,H. Barnes,52.0,0.09144983920263855,1.7307692307692308,0.052837684872635605,1,2
LCMF3,448708,H. Barnes,50.0,0.6142248267374015,7.2,0.341236014854112,4,8
LW,448708,H. Barnes,428.0,0.2513544409580224,2.3130841121495327,1.1953300081114844,11,103
LWF,448708,H. Barnes,1188.0,0.4233810028836769,3.0303030303030303,5.588629238064535,40,306
RB5,448708,H. Barnes,90.0,0.10296348932317531,0.0,0.1029634893231753,0,9
RW,448708,H. Barnes,302.0,0.08823911443925408,0.8940397350993378,0.2960912506739415,3,23
RWF,448708,H. Barnes,928.0,0.23875770155471526,2.133620689655172,2.461857189364175,22,141
AMF,449240,J. Lindstrøm,36.0,0.6357567997828271,5.0,0.2543027199131308,2,14
LWF,449240,J. Lindstrøm,16.0,0.515431557146664,11.25,0.0916322768260736,2,5
RAMF,449240,J. Lindstrøm,1014.0,0.5329233205920659,4.792899408284024,6.004269412003944,54,315
RW,449240,J. Lindstrøm,230.0,0.5679531818146673,6.260869565217392,1.4514359090819275,16,75
RWF,449240,J. Lindstrøm,78.0,0.34879515707920455,4.615384615384615,0.3022891361353106,4,17
AMF,449472,M. Damsgaard,1704.0,0.7337489920598234,6.549295774647887,13.89231424966599,124,779
CF,449472,M. Damsgaard,90.0,1.4009336934241434,14.0,1.4009336934241434,14,52
DMF,449472,M. Damsgaard,20.0,0.5695926168236138,4.5,0.1265761370719142,1,7
LAMF,449472,M. Damsgaard,174.0,0.30253220138655196,3.103448275862069,0.5848955893473338,6,40
LCMF,449472,M. Damsgaard,20.0,0.24841944563651192,4.5,0.055204321252558204,1,3
LCMF3,449472,M. Damsgaard,613.0,0.5332990764176122,4.257748776508972,3.6323592649332914,29,252
LW,449472,M. Damsgaard,433.0,0.2109407666411966,1.6628175519630484,1.0148594661737569,8,90
LWF,449472,M. Damsgaard,250.0,0.3913137798289175,3.6,1.0869827217469932,10,76
RCMF,449472,M. Damsgaard,90.0,0.6782165635003838,4.0,0.6782165635003838,4,47
RCMF3,449472,M. Damsgaard,163.0,0.5456157565743815,3.865030674846626,0.9881707591291577,7,49
RW,449472,M. Damsgaard,139.0,0.20893325184209088,1.9424460431654678,0.32268580006722924,3,26
SS,449472,M. Damsgaard,255.0,0.3138261123490351,2.4705882352941178,0.889173984988933,7,66
CF,450826,C. Hudson-Odoi,90.0,0.5173071465530621,3.0,0.5173071465530621,3,45
LAMF,450826,C. Hudson-Odoi,1873.0,0.33892488707480106,2.402562733582488,7.0534034832344705,50,607
LB,450826,C. Hudson-Odoi,41.0,0.36475940550341546,2.1951219512195124,0.16616817361822261,1,9
LCMF3,450826,C. Hudson-Odoi,179.0,0.011418126341106269,0.0,0.0227093846117558,0,2
LW,450826,C. Hudson-Odoi,491.0,0.17869497005959412,1.8329938900203666,0.9748803366584524,10,52
LWF,450826,C. Hudson-Odoi,90.0,0.23325311549116443,3.0,0.23325311549116443,3,26
RAMF,450826,C. Hudson-Odoi,388.0,0.2669086696230998,2.783505154639175,1.1506729312640303,12,87
RW,450826,C. Hudson-Odoi,90.0,0.1092863975758068,1.0,0.1092863975758068,1,10
SS,450826,C. Hudson-Odoi,89.0,0.0252777896560978,0.0,0.024996925326585602,0,2
AMF,451472,P. Maghoma,19.0,0.6835256965569709,0.0,0.14429986927313831,0,16
DMF,451472,P. Maghoma,28.0,0.4751274080521678,3.214285714285714,0.1478174158384522,1,17
LAMF,451472,P. Maghoma,18.0,1.6912681275073684,20.0,0.3382536255014737,4,9
LDMF,451472,P. Maghoma,35.0,0.7208224346964387,0.0,0.2803198357152817,0,26
LWF,451472,P. Maghoma,14.0,0.16581684061709348,0.0,0.025793730762658985,0,5
RCMF,451472,P. Maghoma,31.0,0.038507833490608157,0.0,0.013263809313431699,0,3
RCMF3,451472,P. Maghoma,31.0,0.19796748716995116,0.0,0.06818880113631651,0,8
AMF,453315,A. Grønbæk,70.0,0.12228488390728172,2.571428571428571,0.09511046526121911,2,11
CF,453315,A. Grønbæk,64.0,0.11319240002993045,0.0,0.0804923733546172,0,8
LCMF,453315,A. Grønbæk,12.0,0.4404238494600052,7.5,0.0587231799280007,1,1
AMF,454242,R. Yates,90.0,0.17417099375701559,0.0,0.17417099375701559,0,19
DMF,454242,R. Yates,230.0,0.11574336309383354,0.782608695652174,0.29578859457313017,2,30
LAMF,454242,R. Yates,24.0,0.118674064026837,0.0,0.0316464170738232,0,3
LCMF,454242,R. Yates,140.0,0.4018242695024896,1.9285714285714286,0.6250599747816505,3,43
LCMF3,454242,R. Yates,24.0,0.012788519037230214,0.0,0.0034102717432613907,0,3
LDMF,454242,R. Yates,221.0,0.236997292687223,1.2217194570135748,0.5819600187097365,3,65
RCMF,454242,R. Yates,1013.0,0.10809816315927485,0.4442250740375123,1.216704880892727,5,114
RCMF3,454242,R. Yates,90.0,0.0139693350396945,0.0,0.0139693350396945,0,2
RDMF,454242,R. Yates,1385.0,0.3597301748407637,1.1696750902527075,5.535847690605086,18,439
CF,454388,B. Mbeumo,264.0,0.4640901083327726,3.409090909090909,1.3613309844427997,10,63
RAMF,454388,B. Mbeumo,1884.0,0.6378417365918189,6.162420382165605,13.352153685988743,129,649
RW,454388,B. Mbeumo,1080.0,0.3451119668594242,3.333333333333333,4.14134360231309,40,213
RWF,454388,B. Mbeumo,629.0,0.6001556754260617,7.011128775834658,4.194421331588809,49,230
SS,454388,B. Mbeumo,810.0,0.24779092179449358,2.666666666666667,2.230118296150442,24,124
AMF,460321,J. Taylor,129.0,0.18125720185187016,0.0,0.2598019893210139,0,25
LAMF,460321,J. Taylor,26.0,0.7009673112622548,0.0,0.2025016676979847,0,17
LCMF,460321,J. Taylor,264.0,0.30090647618332145,0.34090909090909094,0.8826589968044095,1,89
LCMF3,460321,J. Taylor,85.0,0.042046052654301246,0.0,0.0397101608401734,0,4
LDMF,460321,J. Taylor,513.0,0.5949126579207551,1.9298245614035086,3.3910021501483043,11,243
RCMF,460321,J. Taylor,55.0,0.10202703776530116,0.0,0.06234985641212849,0,6
RCMF3,460321,J. Taylor,47.0,0.3413677226810812,1.9148936170212765,0.1782698107334535,1,11
RDMF,460321,J. Taylor,10.0,0.16339556777075384,0.0,0.018155063085639318,0,5
RW,460321,J. Taylor,44.0,0.654700884531212,4.090909090909091,0.320075987993037,2,11
SS,460321,J. Taylor,32.0,0.18581151182892774,0.0,0.06606631531695209,0,6
LAMF,470680,J. Ramsey,1044.0,0.35501155739142143,2.5,4.118134065740488,29,369
LW,470680,J. Ramsey,564.0,0.4177248402501871,3.191489361702128,2.6177423322345055,20,190
LWF,470680,J. Ramsey,68.0,0.2032638356167916,0.0,0.1535771202437981,0,20
AMF,470819,C. Jones,634.0,0.4107353740182658,1.277602523659306,2.8934025236397836,9,286
CF,470819,C. Jones,74.0,0.1663965935049843,0.0,0.136814976881876,0,18
LAMF,470819,C. Jones,94.0,0.20983909719718885,0.9574468085106382,0.2191652792948417,1,23
LB,470819,C. Jones,180.0,0.07866910442022432,0.0,0.15733820884044863,0,17
LCMF,470819,C. Jones,248.0,0.15666523436812133,0.7258064516129032,0.43169975692548984,2,48
LCMF3,470819,C. Jones,240.0,0.29257748590980515,1.125,0.7802066290928138,3,76
LDMF,470819,C. Jones,859.0,0.38070932188294276,0.31431897555296856,3.6336589721938646,3,389
RAMF,470819,C. Jones,10.0,0.684709149809575,0.0,0.0760787944232861,0,9
RB,470819,C. Jones,180.0,0.6469420405596263,1.5,1.2938840811192527,3,125
RCB,470819,C. Jones,20.0,0.412446025493181,0.0,0.091654672331818,0,9
RCMF3,470819,C. Jones,157.0,0.11330700899453507,0.0,0.19765778235713338,0,28
RDMF,470819,C. Jones,90.0,0.2626996689635566,0.0,0.2626996689635566,0,29
SS,470819,C. Jones,90.0,0.1505312660552759,1.0,0.1505312660552759,1,9
LB,470834,N. Williams,1791.0,0.4575976204519858,1.9095477386934672,9.106192646994518,38,730
LB5,470834,N. Williams,770.0,0.11850934720181326,0.4675324675324675,1.0139133038377357,4,74
LW,470834,N. Williams,22.0,0.041474618251453634,0.0,0.010138240017022,0,3
LWB,470834,N. Williams,450.0,0.3336416188018115,1.6,1.6682080940090573,8,113
RB,470834,N. Williams,590.0,0.3073789854981333,1.6779661016949154,2.0150400160433186,11,154
RB5,470834,N. Williams,320.0,0.12609290917609184,1.40625,0.4483303437372155,5,35
RWB,470834,N. Williams,90.0,0.18688620413158047,1.0,0.1868862041315805,1,11
AMF,470978,O. Skipp,90.0,0.0442682727464421,0.0,0.0442682727464421,0,3
DMF,470978,O. Skipp,87.0,0.011638275431503241,0.0,0.0112503329171198,0,1
LCMF,470978,O. Skipp,114.0,0.11974055173143025,0.0,0.1516713655264783,0,14
LCMF3,470978,O. Skipp,224.0,0.10218057108687409,0.40178571428571425,0.2543160880384422,1,31
LDMF,470978,O. Skipp,493.0,0.3616937879506204,1.0953346855983772,1.981278193996176,6,210
RCMF,470978,O. Skipp,249.0,0.21872939024751978,0.36144578313253006,0.6051513130181381,1,72
RCMF3,470978,O. Skipp,101.0,0.08196854151400707,0.0,0.09198691881016349,0,10
RDMF,470978,O. Skipp,377.0,0.31748470575711724,0.9549071618037135,1.3299081563381465,4,131
LB,471064,T. Lamptey,335.0,0.4297678383626272,2.417910447761194,1.5996913983497791,9,124
LB5,471064,T. Lamptey,90.0,0.4149016215295059,2.0,0.4149016215295059,2,36
RAMF,471064,T. Lamptey,104.0,0.46669733251291506,5.1923076923076925,0.5392946953482575,6,29
RB,471064,T. Lamptey,535.0,0.423053248338842,3.02803738317757,2.5148165317920053,18,214
RB5,471064,T. Lamptey,15.0,0.2764809653342226,0.0,0.0460801608890371,0,4
RCB3,471064,T. Lamptey,26.0,0.5180062919683631,0.0,0.1496462621241938,0,13
AMF,471753,João Félix,76.0,0.6499455956655161,4.7368421052631575,0.5488429474508802,4,42
CF,471753,João Félix,30.0,0.1363073770670343,0.0,0.0454357923556781,0,4
LAMF,471753,João Félix,266.0,0.43411586571513344,3.7218045112781954,1.2830535586691723,11,115
LCMF,471753,João Félix,58.0,0.11314561750146031,0.0,0.0729160646120522,0,10
LDMF,471753,João Félix,22.0,0.11876363339230513,0.0,0.0290311103847857,0,10
RCMF,471753,João Félix,39.0,0.3551673741306035,2.3076923076923075,0.15390586212326152,1,13
AMF,472363,D. Kulusevski,450.0,0.4947582535861826,5.0,2.473791267930913,25,128
CF,472363,D. Kulusevski,138.0,0.15278823824044113,0.6521739130434783,0.2342752986353431,1,19
LAMF,472363,D. Kulusevski,90.0,0.057560259309855706,0.0,0.057560259309855706,0,5
LCMF,472363,D. Kulusevski,21.0,0.9387057500852867,12.857142857142856,0.2190313416865669,3,10
LCMF3,472363,D. Kulusevski,47.0,0.15269856442183533,0.0,0.07974258364251399,0,7
LW,472363,D. Kulusevski,90.0,0.0099115508704918,0.0,0.0099115508704918,0,2
RAMF,472363,D. Kulusevski,450.0,0.42419259179008534,4.4,2.1209629589504266,22,129
RCMF,472363,D. Kulusevski,301.0,0.34228290874462497,3.8870431893687707,1.1447461725792456,13,63
RCMF3,472363,D. Kulusevski,1191.0,0.49894955332637225,5.44080604534005,6.60276575568566,72,368
RW,472363,D. Kulusevski,270.0,0.0867433624827448,1.0,0.2602300874482344,3,24
RWF,472363,D. Kulusevski,540.0,0.33959383568810636,3.333333333333333,2.0375630141286383,20,133
CF,474104,J. Strand Larsen,2478.0,0.1823451718124935,1.089588377723971,5.020570397237321,30,390
LWF,474104,J. Strand Larsen,54.0,0.0555318242707095,0.0,0.0333190945624257,0,5
SS,474104,J. Strand Larsen,212.0,0.18451430073315117,1.6981132075471697,0.4346336861714228,4,20
CB,475597,S. Botman,181.0,0.5644378356649424,0.49723756906077343,1.135147202837273,1,106
RCB,475597,S. Botman,236.0,0.46581298054786247,0.0,1.2214651489921726,0,129
GK,476345,M. Hermansen,2388.0,0.3637703634922817,0.22613065326633167,9.652040311328541,6,968
AMF,476382,D. Szoboszlai,2183.0,0.589699377270226,3.5455794777828675,14.303486006454483,86,1045
CF,476382,D. Szoboszlai,90.0,0.0288032177009484,0.0,0.028803217700948403,0,3
DMF,476382,D. Szoboszlai,77.0,0.07886275612187914,0.0,0.0674714691264966,0,7
LAMF,476382,D. Szoboszlai,90.0,0.05450746149625559,0.0,0.0545074614962556,0,9
LCMF3,476382,D. Szoboszlai,167.0,0.02688150231394782,0.0,0.0498801209603254,0,10
LDMF,476382,D. Szoboszlai,63.0,0.5485578979437157,2.8571428571428568,0.383990528560601,2,29
RAMF,476382,D. Szoboszlai,90.0,-0.0074511242203544,0.0,-0.0074511242203544,0,1
RCMF,476382,D. Szoboszlai,77.0,0.6571397791342358,3.5064935064935066,0.5622195888148462,3,32
RCMF3,476382,D. Szoboszlai,266.0,0.3350128967863264,2.706766917293233,0.990149228279587,8,95
RDMF,476382,D. Szoboszlai,28.0,0.26754652547556684,3.214285714285714,0.0832366968146208,1,7
SS,476382,D. Szoboszlai,119.0,0.2757374634845258,2.26890756302521,0.3645862017184286,3,25
CF,478618,A. Gordon,936.0,0.3249780585428156,3.173076923076923,3.379771808845282,33,157
LCMF3,478618,A. Gordon,68.0,0.04432860574049303,0.0,0.0334927243372614,0,4
LW,478618,A. Gordon,498.0,0.2923727663265391,2.8915662650602405,1.6177959736735164,16,95
LWF,478618,A. Gordon,1680.0,0.5182578614167423,5.196428571428572,9.674146746445857,97,603
RW,478618,A. Gordon,85.0,0.5692343188497998,4.235294117647059,0.5376101900248109,4,33
RWF,478618,A. Gordon,490.0,0.27922527916048473,2.571428571428571,1.5202265198737501,14,79
LCB,479155,N. Collins,90.0,0.15591200693622778,1.0,0.15591200693622778,1,14
LCB3,479155,N. Collins,270.0,0.554423684114784,1.3333333333333335,1.6632710523443521,4,133
RCB,479155,N. Collins,3150.0,0.5933040276821876,0.9142857142857143,20.765640968876564,32,1723
RCB3,479155,N. Collins,180.0,0.046499986354770956,0.5,0.0929999727095419,1,6
DMF,479831,J. Cajuste,79.0,0.33193953163241435,1.139240506329114,0.291369144432897,1,27
LCMF,479831,J. Cajuste,645.0,0.3000253024627208,1.9534883720930232,2.1501813343161658,14,164
LCMF3,479831,J. Cajuste,161.0,0.12089042532601738,0.0,0.2162595386387644,0,17
LDMF,479831,J. Cajuste,1368.0,0.414175461955434,2.302631578947368,6.295467021722596,35,518
RCMF,479831,J. Cajuste,154.0,0.18733836543761112,0.5844155844155845,0.3205567586376902,1,46
AMF,480608,M. O'Riley,422.0,0.5338918596552129,4.691943127962085,2.503359608605554,22,156
LB,480608,M. O'Riley,15.0,1.983591395350384,18.0,0.3305985658917307,3,12
LCMF,480608,M. O'Riley,68.0,0.24896996394919133,1.3235294117647058,0.1881106394282779,1,11
LDMF,480608,M. O'Riley,80.0,0.9116302579114997,9.0,0.8103380070324441,8,56
RCMF,480608,M. O'Riley,269.0,0.36522754864739326,3.680297397769517,1.0916245620683198,11,76
RDMF,480608,M. O'Riley,67.0,0.7224021625300767,5.3731343283582085,0.5377882765501683,4,37
RW,480608,M. O'Riley,12.0,0.19873766815017677,0.0,0.0264983557533569,0,2
RWF,480608,M. O'Riley,77.0,0.8207495737529285,9.350649350649352,0.702196857544172,8,37
SS,480608,M. O'Riley,44.0,0.8452005260502733,8.181818181818182,0.4132091460690225,4,17
AMF,480781,J. Garner,122.0,0.22270550577024706,3.6885245901639343,0.3018896855996682,5,12
LDMF,480781,J. Garner,688.0,0.6549512918551691,3.662790697674419,5.006738764403959,28,359
LW,480781,J. Garner,90.0,0.3107634973456716,2.0,0.3107634973456716,2,7
RB,480781,J. Garner,250.0,0.3503724520844374,1.08,0.9732568113456594,3,89
RB5,480781,J. Garner,70.0,0.0778023851132637,1.2857142857142856,0.0605129661992051,1,3
RCMF,480781,J. Garner,248.0,0.47158419673278446,2.1774193548387095,1.2994764532192282,6,80
RDMF,480781,J. Garner,470.0,0.6552770265203135,5.170212765957447,3.4220022496060816,27,244
AMF,481911,A. Mac Allister,180.0,0.0595326310264536,0.5,0.1190652620529072,1,10
CF,481911,A. Mac Allister,180.0,0.11653827683469645,1.5,0.2330765536693929,3,9
DMF,481911,A. Mac Allister,209.0,0.2444441158657962,1.7224880382775118,0.5676535579550156,4,49
LCMF,481911,A. Mac Allister,180.0,0.5643828830901132,5.5,1.1287657661802264,11,62
LCMF3,481911,A. Mac Allister,177.0,0.5901584821967668,6.101694915254237,1.1606450149869747,12,104
LDMF,481911,A. Mac Allister,2283.0,0.6522040646258058,4.533508541392904,16.54424310600794,115,1242
RDMF,481911,A. Mac Allister,118.0,0.2945244793046033,1.5254237288135593,0.3861543173104799,2,20
SS,481911,A. Mac Allister,36.0,0.010511498467263004,0.0,0.004204599386905201,0,3
LB,482177,J. Kiwior,10.0,0.37863531764866265,0.0,0.0420705908498514,0,5
LB5,482177,J. Kiwior,25.0,-0.0119794685914548,0.0,-0.003327630164293,0,1
LCB,482177,J. Kiwior,1071.0,0.46879425822225407,0.08403361344537816,5.578651672844823,1,640
RCB,482177,J. Kiwior,230.0,0.3377255789666453,0.782608695652174,0.8630764795814267,2,88
CF,485406,Evanilson,2344.0,0.17114621550387285,1.2670648464163823,4.457408101567533,33,306
SS,485406,Evanilson,71.0,0.05378323165118771,0.0,0.042428993858159195,0,4
LB,486252,A. Wan-Bissaka,1080.0,0.24117511458137642,1.1666666666666667,2.894101374976517,14,246
LB5,486252,A. Wan-Bissaka,180.0,0.024527153020490702,0.0,0.0490543060409814,0,5
LWB,486252,A. Wan-Bissaka,360.0,0.27120159511502195,1.25,1.0848063804600878,5,88
RB,486252,A. Wan-Bissaka,1987.0,0.45350756034407497,2.128837443381983,10.012439137818633,47,809
RB5,486252,A. Wan-Bissaka,841.0,0.1659010140781628,0.7491082045184304,1.5502528093303878,7,111
RW,486252,A. Wan-Bissaka,90.0,0.024356200184334,0.0,0.024356200184334,0,3
RWB,486252,A. Wan-Bissaka,1080.0,0.5034929313568677,2.1666666666666665,6.041915176282412,26,533
AMF,487034,E. Eze,648.0,0.5197315366261892,4.722222222222222,3.742067063708562,34,206
CF,487034,E. Eze,90.0,0.1463677717834431,1.0,0.1463677717834431,1,9
LAMF,487034,E. Eze,180.0,0.2654082479663747,3.5,0.5308164959327494,7,23
LW,487034,E. Eze,858.0,0.6521594428425522,6.923076923076923,6.217253355098999,66,340
LWF,487034,E. Eze,1116.0,0.5370566430016183,4.758064516129032,6.659502373220065,59,401
RWF,487034,E. Eze,90.0,0.44287882718637367,3.0,0.4428788271863737,3,39
SS,487034,E. Eze,80.0,0.061106453375790605,0.0,0.054316847445147205,0,6
LB,487061,L. Kelly,226.0,0.42995867946106897,0.39823008849557523,1.079674017313351,1,100
LCB,487061,L. Kelly,90.0,0.7173049784677251,0.0,0.7173049784677251,0,69
LCB3,487061,L. Kelly,12.0,0.25905725250231076,0.0,0.0345409670003081,0,5
RCB,487061,L. Kelly,15.0,0.024238434962172,0.0,0.004039739160362,0,1
CF,488326,Rodrigo Muniz,1021.0,0.1599100447307385,0.79333986287953,1.8140906185564891,9,114
LWF,488326,Rodrigo Muniz,34.0,0.03934966474708941,0.0,0.014865428904456,0,3
SS,488326,Rodrigo Muniz,26.0,0.08811912626382842,0.0,0.025456636476217098,0,4
LB,488453,L. Martínez,437.0,0.13127325245074642,0.0,0.6374045702330686,0,81
LCB,488453,L. Martínez,797.0,0.7071427136233656,0.5646173149309912,6.262141586198026,5,570
LCB3,488453,L. Martínez,956.0,0.6325313672119376,1.0355648535564854,6.718888745051248,11,618
RCB3,488453,L. Martínez,90.0,0.4090419281448914,0.0,0.4090419281448913,0,35
LB,488709,L. Thomas,747.0,0.5455791421120546,3.0120481927710845,4.528306879530053,25,376
LB5,488709,L. Thomas,90.0,0.1541599142915,2.0,0.1541599142915,2,10
LCB3,488709,L. Thomas,366.0,0.5976187408399408,3.1967213114754096,2.4303162127490925,13,182
LWB,488709,L. Thomas,90.0,0.7924326350654205,7.0,0.7924326350654206,7,53
CF,488711,B. Brereton Díaz,286.0,0.24867759666130804,1.5734265734265735,0.79024214050149,5,85
DMF,488711,B. Brereton Díaz,17.0,0.1998908456326115,0.0,0.037757159730604395,0,5
LAMF,488711,B. Brereton Díaz,39.0,0.2898408256494136,0.0,0.1255976911147459,0,13
LW,488711,B. Brereton Díaz,123.0,0.22307159342149768,2.1951219512195124,0.30486451100938017,3,30
LWF,488711,B. Brereton Díaz,138.0,0.5453216035520788,1.9565217391304348,0.8361597921131875,3,26
RW,488711,B. Brereton Díaz,35.0,0.03192120714684626,0.0,0.012413802779329101,0,2
RWF,488711,B. Brereton Díaz,26.0,0.18226499095341764,3.4615384615384617,0.0526543307198762,1,3
AMF,491344,M. Rogers,1121.0,0.2306964748250856,2.007136485280999,2.873452758654677,25,247
CF,491344,M. Rogers,249.0,0.06784783946849006,0.36144578313253006,0.1877123558628225,1,21
LAMF,491344,M. Rogers,862.0,0.23204475583461706,1.9837587006960555,2.2224731058826657,19,183
LW,491344,M. Rogers,511.0,0.26949533628966055,2.1135029354207435,1.5301346316001838,12,73
RAMF,491344,M. Rogers,874.0,0.26852955214813323,2.471395881006865,2.607720317527427,24,187
RW,491344,M. Rogers,432.0,0.24779877375292497,2.083333333333333,1.1894341140140399,10,84
RWF,491344,M. Rogers,90.0,0.1267749276567218,0.0,0.1267749276567218,0,19
SS,491344,M. Rogers,270.0,0.3333033175650244,2.666666666666667,0.9999099526950732,8,67
LB,491413,D. Muñoz,90.0,0.1337238688735679,0.0,0.1337238688735679,0,14
RB,491413,D. Muñoz,270.0,0.24937256015797266,0.6666666666666667,0.7481176804739179,2,36
RB5,491413,D. Muñoz,1528.0,0.4017509225792173,2.7094240837696337,6.820837885567156,46,546
RCB3,491413,D. Muñoz,350.0,0.12324524645243207,0.5142857142857142,0.47928706953723577,2,50
RW,491413,D. Muñoz,90.0,0.0040368800479635,0.0,0.0040368800479635,0,2
RWB,491413,D. Muñoz,2150.0,0.42581639522954146,2.051162790697674,10.172280552705711,49,841
RWF,491413,D. Muñoz,180.0,0.00930837366368275,0.0,0.0186167473273655,0,3
LB,491458,J. Timber,778.0,0.29402710157540596,0.9254498714652956,2.5417009447296204,8,255
LCB3,491458,J. Timber,78.0,0.012962911105146692,0.0,0.0112345229577938,0,1
RB,491458,J. Timber,1817.0,0.5479153773930623,1.9317556411667585,11.061802674702157,39,1043
RB5,491458,J. Timber,269.0,0.013549682703844629,0.0,0.04049849608149117,0,6
RCB,491458,J. Timber,180.0,0.33573143294891694,0.0,0.6714628658978339,0,81
RWB,491458,J. Timber,90.0,0.0186948562682381,0.0,0.0186948562682381,0,2
CB,496001,M. Kilman,990.0,0.47462405254533385,0.36363636363636365,5.220864577998673,4,428
LB,496001,M. Kilman,90.0,0.071559301842848,0.0,0.071559301842848,0,6
LCB,496001,M. Kilman,2539.0,0.42830872816483473,0.3544702638834187,12.083065120116837,10,1107
LCB3,496001,M. Kilman,1080.0,0.27904477053764937,0.25,3.3485372464517926,3,311
AMF,496214,N. Domínguez,28.0,0.048221801871594756,0.0,0.0150023383600517,0,3
DMF,496214,N. Domínguez,25.0,0.1625357318599692,0.0,0.045148814405547,0,3
LAMF,496214,N. Domínguez,143.0,0.44364166800373694,2.5174825174825175,0.7048973169392709,4,62
LCMF,496214,N. Domínguez,460.0,0.16693663714245024,0.391304347826087,0.8532317009503012,2,73
LCMF3,496214,N. Domínguez,30.0,0.5707287604105582,3.0,0.1902429201368527,1,14
LDMF,496214,N. Domínguez,544.0,0.4320062461776264,0.8272058823529412,2.611237754673653,5,238
LW,496214,N. Domínguez,57.0,0.39533377434405614,0.0,0.2503780570845689,0,25
RAMF,496214,N. Domínguez,284.0,0.3732098603761565,0.9507042253521126,1.177684448298094,3,107
RCMF,496214,N. Domínguez,549.0,0.13759681303361132,0.32786885245901637,0.8393405595050291,2,76
RCMF3,496214,N. Domínguez,158.0,0.3645825622669247,0.569620253164557,0.6400449426463789,1,53
RDMF,496214,N. Domínguez,653.0,0.46182299230230517,1.2404287901990811,3.3507823774822807,9,237
RW,496214,N. Domínguez,47.0,0.4215715570402376,7.659574468085106,0.2201540353432352,4,12
RWB,496214,N. Domínguez,75.0,0.28102793266925,0.0,0.2341899438910417,0,34
SS,496214,N. Domínguez,18.0,0.19856976982061503,0.0,0.039713953964123,0,3
