matchId,passEventId,model_xG
5588080,2263270244,0.031990365437416575
5588080,2263270249,0.041573476867456
5588080,2263270344,0.007529048105946251
5588080,2263270347,0.01988423087106213
5588080,2263270442,0.04789096266841766
5588080,2263270443,0.04106760181280391
5588080,2263270444,0.05173674542586595
5588080,2263270446,0.06708529630411067
5588080,2263270539,0.10859710155601196
5588080,2263270591,-0.03302644214675544
5588080,2263270592,-0.02754215075461958
5588080,2263270593,-0.027476878744415515
5588080,2263270594,-0.012959436179943915
5588080,2263270618,0.08277005659044367
5588080,2263270752,0.19718492912280566
5588080,2263270755,0.20129900155638036
5588080,2263270758,0.21572367618482258
5588080,2263270759,0.22197966972675587
5588080,2263270760,0.22263547008893603
5588080,2263270761,0.2119768093592913
5588080,2263270790,0.2347133702361063
5588080,2263270868,0.06576510056561764
5588080,2263270869,0.05761080538348627
5588080,2263270873,0.03980041640480651
5588080,2263271071,0.16073215143471667
5588080,2263271085,0.3313604501862958
5588080,2263271095,0.3064724532562535
5588080,2263271099,0.2751648823075553
5588080,2263271131,0.03859295264517324
5588080,2263271132,0.0049760179308666365
5588080,2263271134,0.011924044235053142
5588080,2263271135,0.014952077455030941
5588080,2263271139,0.02240846399700733
5588080,2263271140,0.037523897046367195
5588080,2263271271,0.011755188957724236
5588080,2263271273,0.0046703753889594
5588080,2263271290,0.1196046942374942
5588080,2263271292,0.13243992740795085
5588080,2263271294,0.001336114119673802
5588080,2263271295,0.0012426860853803384
5588080,2263271296,0.012893469387079168
5588080,2263271301,0.10327189188249469
5588080,2263271304,0.10705128434430389
5588080,2263271360,0.00464214022613954
5588080,2263271479,0.07993804400456117
5588080,2263271483,0.05929038224425536
5588080,2263271492,0.04508740849849643
5588080,2263271513,-0.00023008273250095296
5588080,2263271515,-0.004115298807497986
5588080,2263271539,0.11511459373670284
5588080,2263271540,0.11035905529267874
5588080,2263271542,0.10035591848491297
5588080,2263271545,0.08683299847644553
5588080,2263271575,0.031137251422703627
5588080,2263271577,0.07170859704140967
5588080,2263271664,0.14971587006395845
5588080,2263271665,0.1605433770174662
5588080,2263271666,0.1358531635599581
5588080,2263271668,0.12725991851236054
5588080,2263271768,0.16974192769143226
5588080,2263271770,0.17237784485855034
5588080,2263271771,0.17369149210669949
5588080,2263271773,0.16743311369127678
5588080,2263271774,0.17212553602740072
5588080,2263271903,0.14655937817681747
5588082,2263914031,0.0973931603531549
5588082,2263914046,0.07477064568062705
5588082,2263914244,-0.011187540756156609
5588082,2263914245,-0.0024352310065999566
5588082,2263914248,-0.0004083610091550102
5588082,2263914249,0.007721228940913617
5588082,2263914257,0.0611200046578814
5588082,2263914263,0.0894876045019523
5588082,2263914264,0.08063571855332584
5588082,2263914270,0.043843675829665744
5588082,2263914288,0.06325691973679945
5588082,2263914289,0.054391535412862534
5588082,2263914291,0.05526302613242364
5588082,2263914292,0.029814965169517812
5588082,2263914296,0.030739403932953987
5588082,2263914322,0.06191724219061864
5588082,2263914323,0.055648124332183274
5588082,2263914325,0.05227058033022111
5588082,2263914326,0.04136312210479967
5588082,2263914327,0.06112231889806555
5588082,2263914336,0.09869608882091986
5588082,2263914338,0.0970159880447999
5588082,2263914339,0.12599516967718422
5588082,2263914432,0.26698857687345096
5588082,2263914433,0.2945462266373123
5588082,2263914437,0.27093368977298893
5588082,2263914599,0.32886001749465654
5588082,2263914601,0.3418338672886221
5588082,2263914608,0.3192542688496012
5588082,2263914669,0.25574147635001027
5588082,2263914680,0.2721151899169681
5588082,2263914681,0.2440834474864692
5588082,2263914688,-0.027082301871322715
5588082,2263914690,-0.00880802603096523
5588082,2263914698,-0.0007922317281894616
5588082,2263914744,0.11900518799789916
5588082,2263914747,0.10835012187076859
5588082,2263914751,0.068482913443741
5588082,2263914752,0.09363879439806
5588082,2263914931,0.1268235193800986
5588082,2263914937,0.11630513319513522
5588082,2263915081,0.09073476846184407
5588082,2263915088,0.07114364026987217
5588082,2263915094,0.06665353090793112
5588082,2263915095,0.05203749113813055
5588082,2263915102,0.030944433459143484
5588082,2263915103,0.028830816580141628
5588082,2263915104,0.024503578894353662
5588082,2263915105,0.02673404712325549
5588082,2263915106,0.032465595335795835
5588082,2263915261,0.00784405730557662
5588082,2263915262,0.007186950577421509
5588082,2263915263,-0.008441136739578263
5588082,2263915264,9.927199917457236e-05
5588082,2263915265,0.007402169828354217
5588082,2263915270,0.028862998270154257
5588082,2263915271,0.026077551455038313
5588082,2263915272,0.015362806124439405
5588082,2263915277,0.016705172117965097
5588082,2263915345,0.07912060663929388
5588082,2263915347,0.06866545655057649
5588082,2263915349,0.09904721783655751
5588082,2263915352,0.07632175735773683
5588082,2263915353,0.06059485541870995
5588082,2263915356,0.07498976583200018
5588082,2263915357,0.06496047995170007
5588082,2263915406,0.08327886788626174
5588082,2263915407,0.1006249727462914
5588082,2263915410,0.06840267624786125
5588082,2263915699,0.27115326999224193
5588082,2263915701,0.24571776966521305
5588082,2263915703,0.2549420392911804
5588082,2263915715,0.08374342182667313
5588082,2263915728,0.01017017478609545
5588084,2263986084,0.02259651373467077
5588084,2263986085,0.026358203426798416
5588084,2263986086,0.015074192089560194
5588084,2263986087,0.030396349197258383
5588084,2263986090,0.027465670057402653
5588084,2263986091,0.02725220783878936
5588084,2263986226,0.03889378737359096
5588084,2263986232,0.034239561774018504
5588084,2263986429,0.33476537827759667
5588084,2263986430,0.3413213671637457
5588084,2263986431,0.3552688249947985
5588084,2263986433,0.3309526186788627
5588084,2263986437,0.31311036378422397
5588084,2263986518,0.1770003477394283
5588084,2263986519,0.18673225167898333
5588084,2263986522,0.1643862656887301
5588084,2263986578,0.018475433854942342
5588084,2263986621,0.026123254111450018
5588084,2263986715,0.21921652274945141
5588084,2263986717,0.19655914280598474
5588084,2263986720,0.18332907235560336
5588084,2263986723,0.17623511957914056
5588084,2263986750,0.07297873962098042
5588084,2263986760,0.055200615345061904
5588084,2263987012,0.10925040253413314
5588084,2263987014,0.0970409598917024
5588084,2263987015,0.1624506638987774
5588084,2263987017,0.14947348718860856
5588084,2263987019,0.15995559711808108
5588084,2263987022,0.15825557509510232
5588084,2263987036,0.17724878865570054
5588084,2263987037,0.15000792526013146
5588084,2263987044,0.14203563224412413
5588084,2263987045,0.13934964491807517
5588084,2263987056,0.16022663018046396
5588084,2263987057,0.194521203852846
5588084,2263987170,-0.05427507494092161
5588084,2263987172,-0.04888657390547303
5588084,2263987174,-0.0280339761540065
5588084,2263987292,0.0673781048658337
5588084,2263987293,0.06684531477859781
5588084,2263987294,0.08629975949845317
5588084,2263987300,0.09885350372127663
5588084,2263987406,0.19337044912806883
5588084,2263987407,0.2137967250936753
5588084,2263987408,0.19464836957641213
5588084,2263987410,0.18126473510806346
5588084,2263987451,0.06432645230877511
5588084,2263987502,0.2807465436184278
5588084,2263987503,0.26476016229988913
5588084,2263987504,0.25251476016133445
5588084,2263987507,0.2363704374310784
5588084,2263987508,0.24892188350204156
5588084,2263987509,0.26036789863867094
5588084,2263987510,0.25281862718400283
5588084,2263987512,0.24085887374258955
5588081,2264027954,0.015213750690210914
5588081,2264028098,0.00464214022613954
5588081,2264028258,0.18972990253778668
5588081,2264028314,0.033758566137518334
5588081,2264028316,0.056811832272818955
5588081,2264028317,0.06670392456900266
5588081,2264028318,0.06596362305063248
5588081,2264028403,0.1192814086189723
5588081,2264028437,0.08934722378229916
5588081,2264028438,0.075220117275219
5588081,2264028439,0.04508728536977449
5588081,2264028487,0.05613630705584796
5588081,2264028532,0.39152009868606863
5588081,2264028534,0.3856014101589844
5588081,2264028536,0.38409854648389796
5588081,2264028541,0.3816154435021417
5588081,2264028550,0.3512699519446826
5588081,2264028552,0.3924771111954616
5588081,2264028596,0.09580762383180672
5588081,2264028597,0.10920028879761703
5588081,2264028598,0.12711339028938376
5588081,2264028599,0.10797578284797868
5588081,2264028601,0.1018092712606383
5588081,2264028602,0.09282519823451621
5588081,2264028609,0.20636658035991529
5588081,2264028628,0.20181186813330226
5588081,2264028649,0.2537249999192985
5588081,2264028651,0.23233925481691325
5588081,2264028652,0.217591978234907
5588081,2264028654,0.1970052917511509
5588081,2264028660,0.19431197251356386
5588081,2264028662,0.1960764360965429
5588081,2264028665,0.2465734236536773
5588081,2264028667,0.23342541379725618
5588081,2264028668,0.23239047053644318
5588081,2264028764,0.39633201200598456
5588081,2264028765,0.41267665529832054
5588081,2264028766,0.40333280380760117
5588081,2264028767,0.41338731916195326
5588081,2264028770,0.38395186014653304
5588081,2264028773,0.4028946695186665
5588081,2264028838,0.0616356260996252
5588081,2264028859,0.1601595532533671
5588081,2264028860,0.1591471889393188
5588081,2264028861,0.14797055227080516
5588081,2264028862,0.13726506176141237
5588081,2264028864,0.1448467512682217
5588081,2264028865,0.14225823714051508
5588081,2264028871,0.14129312446936262
5588081,2264028976,0.2618460898486457
5588081,2264028977,0.26157535992577674
5588081,2264028978,0.21428920305613758
5588081,2264028981,0.2232743909935228
5588081,2264029096,0.09803745587825441
5588081,2264029101,0.08208251783446496
5588081,2264029218,0.006160226751811346
5588081,2264029237,0.14087078597013425
5588081,2264029238,0.1278945822351369
5588081,2264029244,0.12602403943834195
5588081,2264029246,0.12104635332954977
5588081,2264029248,0.11515643570491269
5588081,2264029251,0.3703990215252101
5588081,2264029252,0.3956269204867805
5588081,2264029253,0.37274475802508267
5588081,2264029254,0.3769380955865539
5588081,2264029406,0.13716241609139018
5588081,2264029407,0.13963234988249257
5588081,2264029409,0.14156594827964364
5588081,2264029410,0.142014442166145
5588081,2264029412,0.13963234988249257
5588081,2264029724,0.1171189457907736
5588081,2264029725,0.11881107078527305
5588081,2264029726,0.13659107754457328
5588081,2264029730,0.15113421112913317
5588081,2264029731,0.14089167485234333
5588081,2264029733,0.14048920064436315
5588085,2264088578,0.06276670629139353
5588085,2264088579,0.08973368574186885
5588085,2264088580,0.08437642601525314
5588085,2264088581,0.07997736638165326
5588085,2264088583,0.07623452905795558
5588085,2264088628,0.03386845352276074
5588085,2264088630,0.019760459256828785
5588085,2264088631,0.03538017462717823
5588085,2264088632,0.008353166512288063
5588085,2264088634,0.001391411092481638
5588085,2264088715,0.2561695337155426
5588085,2264088716,0.2534527589879219
5588085,2264088718,0.2579418993321557
5588085,2264088719,0.25212362548622225
5588085,2264088720,0.26035273845385926
5588085,2264088775,0.0266543383879917
5588085,2264088778,0.02682861526142239
5588085,2264088779,0.022033630753269702
5588085,2264088780,0.03043783027833135
5588085,2264088781,0.022033630753269702
5588085,2264088782,0.025293232608444412
5588085,2264088783,0.016772526422631613
5588085,2264088825,-0.008568747736060695
5588085,2264088826,0.011490973719395966
5588085,2264088827,0.010251136807376734
5588085,2264088830,0.013164549332646177
5588085,2264088832,0.02247454925124894
5588085,2264088833,0.02698171895899367
5588085,2264088834,0.0051335000309745615
5588085,2264088842,0.00299470560751263
5588085,2264088846,0.009917687161049717
5588085,2264088933,0.04300407415312193
5588085,2264088934,0.06965000033406385
5588085,2264088935,0.06996335894821379
5588085,2264088937,0.05096020706380749
5588085,2264088939,0.07603743676740368
5588085,2264089087,0.09474528436746689
5588085,2264089088,0.0782282468896394
5588085,2264089090,0.07916207955305475
5588085,2264089101,0.4528834798075423
5588085,2264089106,0.051482340762749254
5588085,2264089112,0.0315902937832359
5588085,2264089114,0.018103353887511428
5588085,2264089115,0.03784555555671608
5588085,2264089295,0.06618607684505001
5588085,2264089296,0.0647453600419502
5588085,2264089299,0.07564634184255603
5588085,2264089300,0.04281342542433547
5588085,2264089410,0.1614437061010351
5588085,2264089414,0.12552104600681757
5588085,2264089476,0.07743491475563748
5588085,2264089477,0.08544276209487918
5588085,2264089479,0.1013289193476354
5588085,2264089482,0.08647541678330496
5588085,2264089484,0.06965271444462025
5588085,2264089532,0.27699035216525136
5588085,2264089544,0.10998523656266768
5588085,2264089545,0.10373547439045694
5588085,2264089547,0.08830358723815301
5588085,2264089689,0.09671484651280635
5588085,2264089704,0.0862983399318409
5588085,2264089706,0.08556440702524744
5588085,2264089708,0.08906536038003139
5588085,2264089709,0.09277358011517202
5588085,2264089725,0.04145836924917816
5588085,2264089802,0.046250804270099755
5588085,2264089804,0.03615078478958861
5588085,2264089806,0.021043158110561733
5588085,2264089894,0.027978152348309207
5588085,2264089895,-0.01176614092144636
5588085,2264089896,0.042323608557656
5588085,2264089897,-0.007720416752776753
5588085,2264089898,0.015891885149120225
