wyId,label,date,dateutc,status,duration,winner,competitionId,seasonId,roundId,gameweek,teamsData,venue,referees,hasDataAvailable,source_file
5588080,"Manchester United - Fulham, 1 - 0","August 16, 2024 at 9:00:00 PM GMT+2",2024-08-16 19:00:00,Played,Regular,1611,364,189908,4432428,1,"{'1611': {'teamId': 1611, 'side': 'home', 'score': 1, 'scoreHT': 0, 'scoreET': 0, 'scoreP': 0, 'coachId': 221070, 'hasFormation': 1, 'formation': {'lineup': [{'playerId': 583656, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 16, 'assists': '0'}, {'playerId': 346139, 'goals': '0', 'ownGoals': '0', 'yellowCards': '18', 'redCards': '0', 'shirtNumber': 7, 'assists': '0'}, {'playerId': 8653, 'goals': '0', 'ownGoals': '0', 'yellowCards': '40', 'redCards': '0', 'shirtNumber': 5, 'assists': '0'}, {'playerId': 349142, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 3, 'assists': '0'}, {'playerId': 692544, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 37, 'assists': '0'}, {'playerId': 344038, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 24, 'assists': '0'}, {'playerId': 243588, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 8, 'assists': '0'}, {'playerId': 40756, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 18, 'assists': '0'}, {'playerId': 369589, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 20, 'assists': '0'}, {'playerId': 488453, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 6, 'assists': '0'}, {'playerId': 397178, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 10, 'assists': '0'}], 'bench': [{'playerId': 369314, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 1, 'assists': '0'}, {'playerId': 529349, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 21, 'assists': '0'}, {'playerId': 54, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 14, 'assists': '0'}, {'playerId': 601998, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 43, 'assists': '0'}, {'playerId': 692543, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 17, 'assists': '1'}, {'playerId': 7914, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 35, 'assists': '0'}, {'playerId': 543793, 'goals': '1', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 11, 'assists': '0'}, {'playerId': 365443, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 4, 'assists': '0'}, {'playerId': 397174, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 39, 'assists': '0'}], 'substitutions': [{'minute': 61, 'playerIn': 692543, 'playerOut': 583656, 'assists': '0'}, {'minute': 61, 'playerIn': 543793, 'playerOut': 346139, 'assists': '0'}, {'minute': 81, 'playerIn': 7914, 'playerOut': 8653, 'assists': '0'}, {'minute': 81, 'playerIn': 365443, 'playerOut': 349142, 'assists': '0'}, {'minute': 84, 'playerIn': 397174, 'playerOut': 692544, 'assists': '0'}]}}, '1616': {'teamId': 1616, 'side': 'away', 'score': 0, 'scoreHT': 0, 'scoreET': 0, 'scoreP': 0, 'coachId': 71037, 'hasFormation': 1, 'formation': {'lineup': [{'playerId': 447228, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 32, 'assists': '0'}, {'playerId': 225947, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 11, 'assists': '0'}, {'playerId': 488326, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 9, 'assists': '0'}, {'playerId': 230020, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 17, 'assists': '0'}, {'playerId': 383569, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 33, 'assists': '0'}, {'playerId': 14768, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 1, 'assists': '0'}, {'playerId': 447424, 'goals': '0', 'ownGoals': '0', 'yellowCards': '25', 'redCards': '0', 'shirtNumber': 3, 'assists': '0'}, {'playerId': 286380, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 31, 'assists': '0'}, {'playerId': 1712, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 2, 'assists': '0'}, {'playerId': 240445, 'goals': '0', 'ownGoals': '0', 'yellowCards': '70', 'redCards': '0', 'shirtNumber': 18, 'assists': '0'}, {'playerId': 237269, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 20, 'assists': '0'}], 'bench': [{'playerId': 824994, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 24, 'assists': '0'}, {'playerId': 508021, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 15, 'assists': '0'}, {'playerId': 391897, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 23, 'assists': '0'}, {'playerId': 263803, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 21, 'assists': '0'}, {'playerId': 275780, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 6, 'assists': '0'}, {'playerId': 282267, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 8, 'assists': '0'}, {'playerId': 622234, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 28, 'assists': '0'}, {'playerId': 112392, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 7, 'assists': '0'}, {'playerId': 9624, 'goals': '0', 'ownGoals': '0', 'yellowCards': '73', 'redCards': '0', 'shirtNumber': 10, 'assists': '0'}], 'substitutions': [{'minute': 64, 'playerIn': 9624, 'playerOut': 447228, 'assists': '0'}, {'minute': 79, 'playerIn': 282267, 'playerOut': 225947, 'assists': '0'}, {'minute': 79, 'playerIn': 112392, 'playerOut': 488326, 'assists': '0'}, {'minute': 91, 'playerIn': 275780, 'playerOut': 240445, 'assists': '0'}, {'minute': 91, 'playerIn': 622234, 'playerOut': 237269, 'assists': '0'}]}}}",,"[{'refereeId': 386218, 'role': 'referee'}, {'refereeId': 383201, 'role': 'firstAssistant'}, {'refereeId': 385011, 'role': 'secondAssistant'}, {'refereeId': 378952, 'role': 'fourthOfficial'}, {'refereeId': 0, 'role': 'firstAdditionalAssistant'}, {'refereeId': 0, 'role': 'secondAdditionalAssistant'}]",True,5588080.json
5588081,"Ipswich Town - Liverpool, 0 - 2","August 17, 2024 at 1:30:00 PM GMT+2",2024-08-17 11:30:00,Played,Regular,1612,364,189908,4432428,1,"{'1634': {'teamId': 1634, 'side': 'home', 'score': 0, 'scoreHT': 0, 'scoreET': 0, 'scoreP': 0, 'coachId': 447789, 'hasFormation': 1, 'formation': {'lineup': [{'playerId': 249041, 'goals': '0', 'ownGoals': '0', 'yellowCards': '24', 'redCards': '0', 'shirtNumber': 7, 'assists': '0'}, {'playerId': 356000, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 10, 'assists': '0'}, {'playerId': 8286, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 25, 'assists': '0'}, {'playerId': 397163, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 40, 'assists': '0'}, {'playerId': 580755, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 19, 'assists': '0'}, {'playerId': 9022, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 28, 'assists': '0'}, {'playerId': 620468, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 24, 'assists': '0'}, {'playerId': 592655, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 3, 'assists': '0'}, {'playerId': 518805, 'goals': '0', 'ownGoals': '0', 'yellowCards': '6', 'redCards': '0', 'shirtNumber': 6, 'assists': '0'}, {'playerId': 656947, 'goals': '0', 'ownGoals': '0', 'yellowCards': '13', 'redCards': '0', 'shirtNumber': 20, 'assists': '0'}, {'playerId': 11270, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 5, 'assists': '0'}], 'bench': [{'playerId': 288080, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 15, 'assists': '0'}, {'playerId': 586420, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 13, 'assists': '0'}, {'playerId': 9683, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 22, 'assists': '0'}, {'playerId': 359934, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 8, 'assists': '0'}, {'playerId': 579022, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 16, 'assists': '0'}, {'playerId': 447963, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 18, 'assists': '0'}, {'playerId': 460321, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 14, 'assists': '0'}, {'playerId': 275785, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 11, 'assists': '0'}, {'playerId': 282877, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 23, 'assists': '0'}], 'substitutions': [{'minute': 57, 'playerIn': 447963, 'playerOut': 249041, 'assists': '0'}, {'minute': 65, 'playerIn': 460321, 'playerOut': 356000, 'assists': '0'}, {'minute': 65, 'playerIn': 275785, 'playerOut': 8286, 'assists': '0'}, {'minute': 74, 'playerIn': 579022, 'playerOut': 397163, 'assists': '0'}, {'minute': 74, 'playerIn': 282877, 'playerOut': 580755, 'assists': '0'}]}}, '1612': {'teamId': 1612, 'side': 'away', 'score': 2, 'scoreHT': 0, 'scoreET': 0, 'scoreP': 0, 'coachId': 753720, 'hasFormation': 1, 'formation': {'lineup': [{'playerId': 622200, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 78, 'assists': '0'}, {'playerId': 346101, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 66, 'assists': '0'}, {'playerId': 222220, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 26, 'assists': '0'}, {'playerId': 345621, 'goals': '1', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 20, 'assists': '0'}, {'playerId': 481911, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 10, 'assists': '0'}, {'playerId': 214220, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 1, 'assists': '0'}, {'playerId': 476382, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 8, 'assists': '0'}, {'playerId': 431967, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 7, 'assists': '0'}, {'playerId': 120353, 'goals': '1', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 11, 'assists': '1'}, {'playerId': 535824, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 38, 'assists': '0'}, {'playerId': 370, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 4, 'assists': '0'}], 'bench': [{'playerId': 470819, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 17, 'assists': '0'}, {'playerId': 345829, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 62, 'assists': '0'}, {'playerId': 543978, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 9, 'assists': '0'}, {'playerId': 635038, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 19, 'assists': '0'}, {'playerId': 95349, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 3, 'assists': '0'}, {'playerId': 631619, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 84, 'assists': '0'}, {'playerId': 419213, 'goals': '0', 'ownGoals': '0', 'yellowCards': '95', 'redCards': '0', 'shirtNumber': 18, 'assists': '0'}, {'playerId': 393247, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 5, 'assists': '0'}, {'playerId': 344181, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 21, 'assists': '0'}], 'substitutions': [{'minute': 47, 'playerIn': 393247, 'playerOut': 622200, 'assists': '0'}, {'minute': 76, 'playerIn': 631619, 'playerOut': 346101, 'assists': '0'}, {'minute': 79, 'playerIn': 419213, 'playerOut': 222220, 'assists': '0'}, {'minute': 79, 'playerIn': 344181, 'playerOut': 345621, 'assists': '0'}]}}}",,"[{'refereeId': 478978, 'role': 'referee'}, {'refereeId': 386271, 'role': 'firstAssistant'}, {'refereeId': 386723, 'role': 'secondAssistant'}, {'refereeId': 385710, 'role': 'fourthOfficial'}, {'refereeId': 0, 'role': 'firstAdditionalAssistant'}, {'refereeId': 0, 'role': 'secondAdditionalAssistant'}]",True,5588081.json
5588082,"Arsenal - Wolverhampton Wanderers, 2 - 0","August 17, 2024 at 4:00:00 PM GMT+2",2024-08-17 14:00:00,Played,Regular,1609,364,189908,4432428,1,"{'1609': {'teamId': 1609, 'side': 'home', 'score': 2, 'scoreHT': 1, 'scoreET': 0, 'scoreP': 0, 'coachId': 743345, 'hasFormation': 1, 'formation': {'lineup': [{'playerId': 241564, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 17, 'assists': '0'}, {'playerId': 520291, 'goals': '1', 'ownGoals': '0', 'yellowCards': '60', 'redCards': '0', 'shirtNumber': 7, 'assists': '1'}, {'playerId': 379209, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 41, 'assists': '0'}, {'playerId': 446423, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 4, 'assists': '0'}, {'playerId': 297621, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 22, 'assists': '0'}, {'playerId': 415917, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 6, 'assists': '0'}, {'playerId': 555939, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 11, 'assists': '0'}, {'playerId': 425925, 'goals': '1', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 29, 'assists': '1'}, {'playerId': 302292, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 8, 'assists': '0'}, {'playerId': 217031, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 5, 'assists': '0'}, {'playerId': 578325, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 2, 'assists': '0'}], 'bench': [{'playerId': 433506, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 1, 'assists': '0'}, {'playerId': 346158, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 14, 'assists': '0'}, {'playerId': 745929, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 53, 'assists': '0'}, {'playerId': 21315, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 20, 'assists': '0'}, {'playerId': 542200, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 33, 'assists': '0'}, {'playerId': 397098, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 24, 'assists': '0'}, {'playerId': 340386, 'goals': '0', 'ownGoals': '0', 'yellowCards': '88', 'redCards': '0', 'shirtNumber': 9, 'assists': '0'}, {'playerId': 491458, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 12, 'assists': '0'}, {'playerId': 134717, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 19, 'assists': '0'}], 'substitutions': [{'minute': 69, 'playerIn': 491458, 'playerOut': 241564, 'assists': '0'}, {'minute': 80, 'playerIn': 134717, 'playerOut': 520291, 'assists': '0'}, {'minute': 85, 'playerIn': 340386, 'playerOut': 379209, 'assists': '0'}]}}, '1629': {'teamId': 1629, 'side': 'away', 'score': 0, 'scoreHT': 0, 'scoreET': 0, 'scoreP': 0, 'coachId': 857736, 'hasFormation': 1, 'formation': {'lineup': [{'playerId': 396912, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 27, 'assists': '0'}, {'playerId': 594968, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 19, 'assists': '0'}, {'playerId': 474104, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 9, 'assists': '0'}, {'playerId': 598178, 'goals': '0', 'ownGoals': '0', 'yellowCards': '23', 'redCards': '0', 'shirtNumber': 8, 'assists': '0'}, {'playerId': 565016, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 3, 'assists': '0'}, {'playerId': 349687, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 11, 'assists': '0'}, {'playerId': 227085, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 1, 'assists': '0'}, {'playerId': 62126, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 2, 'assists': '0'}, {'playerId': 29640, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 5, 'assists': '0'}, {'playerId': 590874, 'goals': '0', 'ownGoals': '0', 'yellowCards': '38', 'redCards': '0', 'shirtNumber': 24, 'assists': '0'}, {'playerId': 645877, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 14, 'assists': '0'}], 'bench': [{'playerId': 9956, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 25, 'assists': '0'}, {'playerId': 237034, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 29, 'assists': '0'}, {'playerId': 364003, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 4, 'assists': '0'}, {'playerId': 520221, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 20, 'assists': '0'}, {'playerId': 8360, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 15, 'assists': '0'}, {'playerId': 622113, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 23, 'assists': '0'}, {'playerId': 248276, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 10, 'assists': '0'}, {'playerId': 512982, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 12, 'assists': '0'}, {'playerId': 4015, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 21, 'assists': '0'}], 'substitutions': [{'minute': 57, 'playerIn': 512982, 'playerOut': 396912, 'assists': '0'}, {'minute': 75, 'playerIn': 248276, 'playerOut': 594968, 'assists': '0'}, {'minute': 84, 'playerIn': 8360, 'playerOut': 474104, 'assists': '0'}, {'minute': 84, 'playerIn': 622113, 'playerOut': 598178, 'assists': '0'}, {'minute': 84, 'playerIn': 4015, 'playerOut': 565016, 'assists': '0'}]}}}",,"[{'refereeId': 380635, 'role': 'referee'}, {'refereeId': 384889, 'role': 'firstAssistant'}, {'refereeId': 386041, 'role': 'secondAssistant'}, {'refereeId': 385959, 'role': 'fourthOfficial'}, {'refereeId': 0, 'role': 'firstAdditionalAssistant'}, {'refereeId': 0, 'role': 'secondAdditionalAssistant'}]",True,5588082.json
