player_id,player_name,team_id,position,total_minutes_played,total_matches_played,match_ids
367922,S. Berge,1616,Midfielder,2257,31,"5588104,5588114,5588123,5588138,5588148,5588151,5588166,5588171,5588183,5588207,5588214,5588224,5588234,5588244,5588295,5588304,5588317,5588323,5588334,5588345,5588351,5588364,5588370,5588384,5588391,5588404,5588418,5588421,5588431,5588442,5588451"
368225,T. Adams,1659,Midfielder,2002,28,"5588161,5588170,5588180,5588192,5588209,5588212,5588231,5588247,5588251,5588271,5588287,5588297,5588301,5588311,5588327,5588332,5588341,5588357,5588362,5588371,5588389,5588391,5588402,5588411,5588420,5588430,5588448,5588450"
369314,A. Bayındır,1611,Goalkeeper,360,4,"5588396,5588422,5588434,5588454"
369589,Diogo Dalot,1611,Full Back,2823,33,"5588080,5588092,5588106,5588117,5588122,5588136,5588141,5588154,5588169,5588174,5588185,5588195,5588205,5588210,5588227,5588235,5588247,5588259,5588267,5588275,5588296,5588304,5588316,5588328,5588333,5588349,5588355,5588366,5588373,5588387,5588396,5588407,5588454"
370937,Bruno Guimarães,1613,Midfielder,3211,37,"5588084,5588091,5588107,5588119,5588123,5588137,5588146,5588155,5588164,5588175,5588186,5588198,5588203,5588218,5588221,5588236,5588245,5588256,5588267,5588278,5588288,5588297,5588307,5588317,5588326,5588338,5588348,5588358,5588377,5588386,5588396,5588400,5588416,5588423,5588435,5588440,5588455"
370937,Bruno Guimarães,1613,Winger,72,1,5588368
372752,Carlos Soler,1633,Midfielder,1081,22,"5588114,5588129,5588132,5588158,5588176,5588188,5588198,5588208,5588216,5588229,5588231,5588258,5588269,5588299,5588344,5588358,5588363,5588389,5588394,5588409,5588429,5588449"
372752,Carlos Soler,1633,Striker,23,1,5588434
372752,Carlos Soler,1633,Winger,397,8,"5588149,5588169,5588286,5588300,5588313,5588329,5588330,5588374"
375001,I. Sangaré,1642,Midfielder,627,13,"5588085,5588097,5588108,5588318,5588323,5588338,5588356,5588373,5588417,5588425,5588436,5588449,5588456"
376353,P. Daka,1631,Midfielder,25,2,"5588226,5588266"
376353,P. Daka,1631,Striker,520,17,"5588196,5588200,5588216,5588236,5588254,5588270,5588284,5588295,5588308,5588314,5588324,5588344,5588392,5588406,5588427,5588447,5588450"
376353,P. Daka,1631,Winger,273,4,"5588352,5588366,5588376,5588386"
377071,Richarlison,1624,Striker,503,12,"5588098,5588158,5588165,5588293,5588308,5588312,5588399,5588408,5588414,5588429,5588441,5588458"
377071,Richarlison,1624,Winger,50,3,"5588089,5588178,5588280"
379209,D. Rice,1609,Midfielder,2839,35,"5588082,5588090,5588100,5588126,5588130,5588140,5588150,5588160,5588175,5588182,5588208,5588210,5588224,5588230,5588242,5588250,5588261,5588272,5588280,5588290,5588309,5588310,5588324,5588330,5588342,5588355,5588360,5588370,5588383,5588390,5588405,5588410,5588420,5588440,5588457"
381290,A. Palmer,1634,Goalkeeper,1170,13,"5588320,5588335,5588349,5588353,5588365,5588371,5588385,5588393,5588405,5588416,5588426,5588432,5588447"
383569,A. Robinson,1616,Full Back,2990,34,"5588080,5588094,5588104,5588114,5588123,5588138,5588148,5588151,5588166,5588171,5588183,5588194,5588207,5588214,5588224,5588234,5588244,5588274,5588286,5588295,5588304,5588317,5588323,5588334,5588345,5588351,5588364,5588370,5588384,5588391,5588404,5588421,5588442,5588451"
383569,A. Robinson,1616,Winger,180,2,"5588253,5588264"
386020,G. Edmundson,1634,Central Defender,6,1,5588096
386292,A. Disasi,1610,Central Defender,90,1,5588219
386292,A. Disasi,1610,Full Back,283,5,"5588111,5588129,5588243,5588265,5588292"
386292,A. Disasi,1614,Central Defender,360,4,"5588320,5588346,5588361,5588380"
386292,A. Disasi,1614,Full Back,148,3,"5588350,5588372,5588415"
386328,T. Tomiyasu,1609,Full Back,14,1,5588140
387702,E. Anderson,1642,Midfielder,2466,32,"5588097,5588108,5588121,5588156,5588167,5588176,5588186,5588206,5588217,5588227,5588237,5588241,5588257,5588263,5588279,5588285,5588298,5588301,5588318,5588323,5588338,5588342,5588356,5588365,5588373,5588380,5588397,5588417,5588425,5588436,5588449,5588456"
387702,E. Anderson,1642,Winger,296,5,"5588085,5588115,5588138,5588144,5588408"
388267,L. Bailey,1614,Full Back,50,1,5588346
388267,L. Bailey,1614,Striker,20,1,5588331
388267,L. Bailey,1614,Winger,1140,22,"5588086,5588090,5588105,5588120,5588135,5588141,5588151,5588161,5588178,5588184,5588191,5588202,5588211,5588220,5588256,5588260,5588270,5588290,5588300,5588319,5588350,5588441"
390766,C. Ogbene,1634,Winger,246,5,"5588104,5588112,5588135,5588149,5588162"
393247,I. Konaté,1612,Central Defender,2573,31,"5588081,5588095,5588106,5588115,5588125,5588139,5588145,5588153,5588160,5588173,5588184,5588199,5588223,5588275,5588285,5588291,5588305,5588311,5588325,5588337,5588348,5588354,5588361,5588379,5588384,5588394,5588406,5588414,5588433,5588443,5588453"
396912,J. Bellegarde,1629,Central Defender,8,1,5588459
396912,J. Bellegarde,1629,Full Back,82,3,"5588179,5588279,5588419"
396912,J. Bellegarde,1629,Midfielder,585,11,"5588082,5588159,5588229,5588292,5588309,5588319,5588332,5588345,5588359,5588439,5588445"
396912,J. Bellegarde,1629,Winger,1092,20,"5588099,5588108,5588119,5588120,5588139,5588142,5588189,5588194,5588209,5588239,5588246,5588259,5588268,5588288,5588325,5588369,5588374,5588385,5588399,5588428"
397033,B. Soumaré,1631,Midfielder,2195,30,"5588147,5588167,5588172,5588185,5588196,5588200,5588216,5588226,5588246,5588254,5588266,5588270,5588284,5588295,5588308,5588314,5588324,5588336,5588344,5588352,5588366,5588376,5588386,5588392,5588406,5588419,5588427,5588436,5588447,5588450"
397033,B. Soumaré,1631,Striker,28,1,5588089
397074,M. Guéhi,1628,Central Defender,2969,33,"5588087,5588093,5588102,5588113,5588122,5588134,5588145,5588156,5588165,5588179,5588191,5588203,5588215,5588222,5588232,5588242,5588251,5588273,5588284,5588299,5588303,5588316,5588322,5588334,5588346,5588353,5588368,5588378,5588382,5588402,5588410,5588425,5588438"
397074,M. Guéhi,1628,Midfielder,90,1,5588183
397098,R. Nelson,1609,Winger,6,1,5588090
397098,R. Nelson,1616,Full Back,18,1,5588148
397098,R. Nelson,1616,Winger,507,10,"5588114,5588123,5588138,5588151,5588166,5588171,5588183,5588194,5588207,5588214"
397163,A. Tuanzebe,1634,Central Defender,288,4,"5588096,5588294,5588349,5588405"
397163,A. Tuanzebe,1634,Full Back,1431,17,"5588081,5588104,5588112,5588127,5588135,5588187,5588195,5588206,5588305,5588315,5588320,5588371,5588385,5588393,5588432,5588447,5588452"
397163,A. Tuanzebe,1634,Midfielder,3,1,5588426
397174,S. McTominay,1611,Midfielder,28,2,"5588080,5588092"
397178,M. Rashford,1611,Midfielder,38,1,5588227
397178,M. Rashford,1611,Striker,67,1,5588195
397178,M. Rashford,1611,Winger,890,13,"5588080,5588092,5588106,5588117,5588122,5588136,5588141,5588154,5588169,5588174,5588185,5588205,5588210"
397178,M. Rashford,1614,Striker,249,5,"5588372,5588380,5588398,5588400,5588415"
397178,M. Rashford,1614,Winger,223,5,"5588320,5588331,5588346,5588350,5588361"
399559,M. Roerslev,1669,,2,1,5588142
399559,M. Roerslev,1669,Full Back,1130,18,"5588087,5588095,5588101,5588116,5588128,5588154,5588162,5588171,5588200,5588211,5588233,5588241,5588252,5588261,5588277,5588281,5588291,5588303"
399581,D. O'Shea,1634,Central Defender,2520,28,"5588112,5588127,5588135,5588149,5588162,5588172,5588187,5588195,5588206,5588215,5588225,5588239,5588245,5588250,5588274,5588294,5588305,5588315,5588320,5588349,5588371,5588385,5588393,5588405,5588416,5588432,5588447,5588452"
399581,D. O'Shea,1634,Full Back,603,7,"5588152,5588265,5588283,5588335,5588353,5588365,5588426"
399584,M. Travers,1659,Goalkeeper,450,5,"5588111,5588161,5588170,5588271,5588287"
399599,A. Isak,1613,Striker,2762,34,"5588084,5588091,5588107,5588119,5588123,5588155,5588164,5588175,5588186,5588198,5588203,5588218,5588221,5588236,5588245,5588256,5588267,5588278,5588288,5588297,5588307,5588317,5588326,5588338,5588358,5588368,5588377,5588386,5588396,5588400,5588416,5588423,5588435,5588455"
400549,Pau Torres,1614,Central Defender,2026,24,"5588086,5588090,5588105,5588110,5588120,5588135,5588141,5588151,5588161,5588178,5588184,5588191,5588202,5588220,5588237,5588240,5588256,5588260,5588372,5588415,5588421,5588430,5588441,5588454"
400575,M. Tavernier,1659,Full Back,28,1,5588411
400575,M. Tavernier,1659,Midfielder,564,10,"5588085,5588125,5588131,5588150,5588161,5588180,5588311,5588391,5588402,5588450"
400575,M. Tavernier,1659,Winger,1403,18,"5588091,5588103,5588111,5588147,5588170,5588192,5588209,5588212,5588225,5588301,5588327,5588332,5588341,5588357,5588362,5588420,5588430,5588448"
402884,K. Walker-Peters,1619,Central Defender,360,4,"5588140,5588201,5588219,5588369"
402884,K. Walker-Peters,1619,Full Back,2563,29,"5588084,5588097,5588101,5588117,5588157,5588168,5588177,5588189,5588199,5588220,5588238,5588244,5588258,5588262,5588277,5588289,5588298,5588307,5588315,5588327,5588339,5588347,5588354,5588378,5588388,5588398,5588409,5588418,5588427"
403934,M. Munetsi,1629,Midfielder,316,4,"5588332,5588359,5588419,5588439"
403934,M. Munetsi,1629,Striker,171,3,"5588325,5588345,5588445"
403934,M. Munetsi,1629,Winger,605,7,"5588369,5588374,5588385,5588399,5588407,5588428,5588459"
404216,B. Kamara,1614,Central Defender,107,2,"5588319,5588320"
404216,B. Kamara,1614,Midfielder,1657,24,"5588161,5588178,5588184,5588202,5588211,5588220,5588237,5588240,5588256,5588260,5588270,5588282,5588290,5588300,5588350,5588372,5588380,5588398,5588400,5588415,5588421,5588430,5588441,5588454"
404748,T. Malacia,1611,Full Back,112,3,"5588210,5588247,5588304"
404756,F. Kadıoğlu,1651,Full Back,232,4,"5588112,5588133,5588143,5588155"
404756,F. Kadıoğlu,1651,Winger,160,2,"5588163,5588173"
404757,J. Kluivert,1659,Midfielder,2184,31,"5588091,5588103,5588111,5588125,5588131,5588147,5588150,5588161,5588170,5588192,5588209,5588212,5588225,5588231,5588247,5588251,5588271,5588287,5588297,5588301,5588311,5588327,5588332,5588341,5588362,5588402,5588411,5588420,5588430,5588448,5588450"
404757,J. Kluivert,1659,Striker,122,2,"5588085,5588357"
404757,J. Kluivert,1659,Winger,76,1,5588180
406051,J. Moder,1651,Midfielder,20,3,"5588173,5588260,5588283"
406051,J. Moder,1651,Winger,10,1,5588181
406073,V. Mykolenko,1623,Full Back,3083,35,"5588083,5588098,5588103,5588110,5588134,5588152,5588166,5588177,5588188,5588193,5588205,5588213,5588223,5588230,5588243,5588255,5588263,5588271,5588282,5588293,5588302,5588314,5588322,5588333,5588340,5588359,5588363,5588379,5588397,5588403,5588413,5588426,5588431,5588446,5588455"
412027,E. Konsa,1614,Central Defender,2399,28,"5588086,5588090,5588105,5588110,5588141,5588161,5588178,5588202,5588211,5588240,5588256,5588270,5588282,5588290,5588300,5588319,5588331,5588346,5588350,5588372,5588380,5588398,5588400,5588415,5588421,5588430,5588441,5588454"
412027,E. Konsa,1614,Full Back,540,6,"5588120,5588135,5588184,5588220,5588237,5588260"
412034,J. Justin,1631,Full Back,2929,36,"5588089,5588094,5588105,5588113,5588124,5588130,5588147,5588157,5588167,5588185,5588196,5588200,5588216,5588226,5588236,5588246,5588254,5588266,5588270,5588284,5588295,5588308,5588314,5588324,5588344,5588352,5588366,5588376,5588386,5588392,5588406,5588419,5588427,5588436,5588447,5588450"
412968,M. Senesi,1659,Central Defender,1133,17,"5588091,5588103,5588111,5588131,5588147,5588150,5588161,5588170,5588180,5588192,5588209,5588371,5588389,5588391,5588411,5588430,5588450"
413002,K. Mavropanos,1633,Central Defender,2046,31,"5588086,5588093,5588109,5588114,5588129,5588158,5588169,5588176,5588198,5588216,5588229,5588231,5588249,5588258,5588269,5588276,5588286,5588299,5588313,5588329,5588330,5588344,5588358,5588363,5588374,5588389,5588394,5588412,5588429,5588434,5588452"
413002,K. Mavropanos,1633,Full Back,50,1,5588132
413002,K. Mavropanos,1633,Midfielder,9,1,5588409
413582,Y. Bissouma,1624,Central Defender,8,1,5588257
413582,Y. Bissouma,1624,Midfielder,1475,27,"5588098,5588107,5588128,5588143,5588158,5588165,5588178,5588187,5588197,5588207,5588212,5588228,5588248,5588268,5588278,5588280,5588312,5588328,5588335,5588357,5588364,5588388,5588399,5588429,5588438,5588441,5588458"
415847,C. Romero,1624,Central Defender,1421,18,"5588089,5588098,5588107,5588118,5588128,5588136,5588143,5588158,5588165,5588178,5588187,5588228,5588357,5588364,5588375,5588388,5588399,5588408"
415917,Gabriel Magalhaes,1609,Central Defender,2365,28,"5588082,5588090,5588100,5588118,5588126,5588130,5588140,5588150,5588160,5588175,5588182,5588190,5588208,5588230,5588242,5588250,5588261,5588272,5588280,5588290,5588309,5588310,5588324,5588330,5588342,5588355,5588360,5588370"
415953,Igor Julio,1651,Central Defender,828,11,"5588133,5588143,5588155,5588163,5588173,5588181,5588192,5588201,5588214,5588226,5588272"
415953,Igor Julio,1651,Full Back,149,2,"5588260,5588458"
419213,C. Gakpo,1612,Striker,19,1,5588081
419213,C. Gakpo,1612,Winger,1985,34,"5588095,5588106,5588115,5588125,5588139,5588145,5588153,5588160,5588173,5588184,5588199,5588204,5588218,5588223,5588234,5588248,5588254,5588269,5588275,5588285,5588291,5588305,5588311,5588337,5588348,5588379,5588384,5588394,5588406,5588414,5588424,5588433,5588443,5588453"
419219,F. Onyeka,1669,Midfielder,33,2,"5588087,5588095"
419784,H. Choudhury,1631,Full Back,65,2,"5588246,5588266"
419784,H. Choudhury,1631,Midfielder,78,2,"5588113,5588236"
420090,J. Harrison,1623,Midfielder,8,1,5588188
420090,J. Harrison,1623,Winger,2127,33,"5588083,5588098,5588103,5588110,5588124,5588134,5588146,5588152,5588166,5588177,5588205,5588213,5588223,5588230,5588243,5588255,5588263,5588282,5588314,5588322,5588333,5588340,5588359,5588363,5588379,5588383,5588397,5588403,5588413,5588426,5588431,5588446,5588455"
421696,M. Cash,1614,Full Back,1946,25,"5588086,5588090,5588141,5588151,5588161,5588178,5588191,5588202,5588211,5588240,5588256,5588270,5588282,5588290,5588300,5588331,5588361,5588372,5588398,5588400,5588415,5588421,5588430,5588441,5588454"
421696,M. Cash,1614,Winger,140,2,"5588237,5588350"
422132,Lucas Paquetà,1633,Midfielder,1976,27,"5588086,5588093,5588109,5588114,5588129,5588132,5588149,5588158,5588169,5588188,5588198,5588208,5588216,5588229,5588249,5588269,5588276,5588329,5588358,5588363,5588374,5588389,5588394,5588409,5588412,5588429,5588452"
422132,Lucas Paquetà,1633,Striker,180,2,"5588286,5588300"
422132,Lucas Paquetà,1633,Winger,284,4,"5588176,5588231,5588299,5588449"
423316,L. Sinisterra,1659,Full Back,32,1,5588147
423316,L. Sinisterra,1659,Striker,119,3,"5588085,5588091,5588103"
423316,L. Sinisterra,1659,Winger,133,8,"5588111,5588125,5588131,5588150,5588327,5588341,5588357,5588362"
424241,N. Milenković,1642,Central Defender,3330,37,"5588097,5588108,5588115,5588121,5588138,5588144,5588156,5588167,5588176,5588186,5588190,5588206,5588217,5588227,5588237,5588241,5588257,5588263,5588279,5588285,5588298,5588301,5588318,5588323,5588338,5588342,5588356,5588365,5588373,5588380,5588397,5588408,5588417,5588425,5588436,5588449,5588456"
424806,E. Pinnock,1669,Central Defender,1921,22,"5588087,5588095,5588101,5588116,5588128,5588132,5588142,5588154,5588162,5588171,5588180,5588193,5588200,5588211,5588221,5588233,5588329,5588336,5588340,5588350,5588362,5588377"
424949,R. Sessegnon,1616,Full Back,273,5,"5588323,5588345,5588370,5588418,5588431"
424949,R. Sessegnon,1616,Midfielder,21,2,"5588207,5588351"
424949,R. Sessegnon,1616,Striker,7,1,5588253
424949,R. Sessegnon,1616,Winger,341,8,"5588317,5588364,5588384,5588391,5588404,5588421,5588442,5588451"
425925,K. Havertz,1609,Midfielder,148,2,"5588242,5588250"
425925,K. Havertz,1609,Striker,1743,21,"5588082,5588090,5588100,5588118,5588126,5588130,5588140,5588150,5588160,5588175,5588182,5588208,5588210,5588224,5588230,5588280,5588290,5588309,5588310,5588440,5588457"
427097,E. Haaland,1625,Striker,2741,31,"5588088,5588096,5588109,5588116,5588126,5588137,5588148,5588159,5588168,5588170,5588181,5588197,5588204,5588217,5588222,5588235,5588240,5588255,5588266,5588276,5588281,5588294,5588306,5588310,5588326,5588343,5588356,5588367,5588437,5588448,5588451"
431967,L. Díaz,1612,Striker,1135,14,"5588204,5588223,5588234,5588248,5588269,5588275,5588285,5588291,5588305,5588311,5588406,5588414,5588433,5588453"
431967,L. Díaz,1612,Winger,1322,22,"5588081,5588095,5588106,5588115,5588125,5588139,5588145,5588153,5588160,5588173,5588184,5588199,5588218,5588325,5588337,5588348,5588354,5588361,5588379,5588384,5588394,5588443"
433506,A. Ramsdale,1619,Goalkeeper,2700,30,"5588101,5588117,5588127,5588131,5588140,5588157,5588168,5588177,5588189,5588244,5588258,5588262,5588277,5588289,5588298,5588315,5588327,5588339,5588347,5588354,5588369,5588378,5588388,5588398,5588409,5588418,5588427,5588437,5588446,5588457"
434172,G. Hirst,1634,Midfielder,29,1,5588187
434172,G. Hirst,1634,Striker,736,25,"5588112,5588127,5588135,5588149,5588152,5588162,5588172,5588283,5588294,5588305,5588315,5588320,5588335,5588349,5588353,5588365,5588371,5588385,5588393,5588405,5588416,5588426,5588432,5588447,5588452"
443660,R. Stewart,1619,Midfielder,25,2,"5588388,5588437"
443660,R. Stewart,1619,Striker,363,8,"5588117,5588127,5588131,5588140,5588418,5588427,5588446,5588457"
443660,R. Stewart,1619,Winger,46,2,"5588398,5588409"
443740,Carlos Vinícius,1616,Midfielder,11,1,5588244
443740,Carlos Vinícius,1616,Striker,25,2,"5588404,5588418"
445111,A. Irving,1633,Midfielder,178,8,"5588129,5588176,5588198,5588208,5588269,5588300,5588313,5588344"
445111,A. Irving,1633,Winger,28,2,"5588132,5588286"
446423,B. White,1609,Central Defender,143,2,"5588126,5588160"
446423,B. White,1609,Full Back,1083,15,"5588082,5588090,5588100,5588118,5588150,5588175,5588182,5588330,5588342,5588383,5588405,5588420,5588433,5588440,5588457"
446705,M. Ugarte,1611,Central Defender,35,1,5588411
446705,M. Ugarte,1611,Midfielder,1797,28,"5588117,5588122,5588136,5588154,5588174,5588185,5588195,5588205,5588210,5588227,5588235,5588247,5588259,5588275,5588289,5588296,5588304,5588316,5588333,5588349,5588366,5588373,5588387,5588396,5588407,5588422,5588434,5588444"
447097,M. Aarons,1659,Full Back,101,3,"5588192,5588251,5588264"
447195,H. Clarke,1634,Central Defender,5,1,5588250
447195,H. Clarke,1634,Full Back,387,6,"5588152,5588162,5588206,5588215,5588239,5588245"
447205,P. Foden,1625,Midfielder,834,12,"5588126,5588137,5588148,5588168,5588181,5588204,5588235,5588240,5588255,5588326,5588343,5588356"
447205,P. Foden,1625,Striker,161,3,"5588337,5588387,5588428"
447205,P. Foden,1625,Winger,835,13,"5588088,5588159,5588170,5588197,5588266,5588276,5588281,5588294,5588306,5588310,5588367,5588437,5588451"
447213,A. Murić,1634,Goalkeeper,1620,18,"5588096,5588104,5588112,5588127,5588135,5588149,5588152,5588162,5588172,5588187,5588195,5588206,5588215,5588225,5588239,5588245,5588250,5588315"
447223,J. Sancho,1610,Full Back,21,1,5588435
447223,J. Sancho,1610,Winger,1813,30,"5588111,5588129,5588133,5588144,5588153,5588196,5588202,5588219,5588228,5588233,5588243,5588253,5588265,5588273,5588287,5588292,5588306,5588313,5588321,5588331,5588347,5588352,5588360,5588375,5588381,5588393,5588404,5588413,5588424,5588456"
447228,E. Smith Rowe,1616,Full Back,50,1,5588274
447228,E. Smith Rowe,1616,Midfielder,1855,28,"5588094,5588104,5588114,5588123,5588138,5588151,5588166,5588171,5588183,5588207,5588214,5588224,5588234,5588264,5588286,5588295,5588304,5588317,5588323,5588334,5588351,5588364,5588370,5588391,5588421,5588431,5588442,5588451"
447228,E. Smith Rowe,1616,Striker,123,2,"5588080,5588194"
447228,E. Smith Rowe,1616,Winger,80,3,"5588148,5588384,5588418"
447357,R. James,1610,Full Back,940,17,"5588153,5588164,5588174,5588182,5588287,5588292,5588306,5588313,5588321,5588375,5588381,5588404,5588413,5588424,5588435,5588444,5588456"
447357,R. James,1610,Midfielder,172,2,"5588331,5588360"
447408,K. Dewsbury-Hall,1610,,6,1,5588196
447408,K. Dewsbury-Hall,1610,Midfielder,285,10,"5588088,5588099,5588129,5588219,5588292,5588321,5588347,5588375,5588381,5588413"
447408,K. Dewsbury-Hall,1610,Winger,30,2,"5588360,5588456"
447424,C. Bassey,1616,Central Defender,2901,33,"5588080,5588094,5588104,5588114,5588123,5588138,5588148,5588151,5588166,5588171,5588183,5588194,5588207,5588214,5588224,5588244,5588274,5588286,5588295,5588304,5588317,5588323,5588334,5588345,5588351,5588364,5588384,5588391,5588404,5588418,5588421,5588431,5588442"
447424,C. Bassey,1616,Full Back,180,2,"5588253,5588264"
447536,W. Smallbone,1619,Midfielder,697,16,"5588084,5588097,5588101,5588157,5588298,5588307,5588315,5588327,5588339,5588347,5588354,5588388,5588427,5588437,5588446,5588457"
447536,W. Smallbone,1619,Winger,70,2,"5588289,5588398"
447773,B. Austin,1624,Goalkeeper,90,1,5588278
447804,F. Chiesa,1612,Midfielder,14,1,5588384
447804,F. Chiesa,1612,Striker,85,2,"5588125,5588443"
447804,F. Chiesa,1612,Winger,31,3,"5588291,5588305,5588424"
447955,D. Spence,1624,Central Defender,90,1,5588278
447955,D. Spence,1624,Full Back,1723,23,"5588089,5588098,5588136,5588197,5588238,5588248,5588257,5588280,5588293,5588312,5588328,5588335,5588343,5588357,5588364,5588375,5588388,5588399,5588408,5588414,5588429,5588438,5588441"
447955,D. Spence,1624,Winger,12,1,5588458
447963,B. Johnson,1634,Central Defender,17,1,5588349
447963,B. Johnson,1634,Full Back,866,13,"5588081,5588096,5588127,5588149,5588172,5588225,5588239,5588250,5588274,5588294,5588320,5588405,5588432"
447963,B. Johnson,1634,Winger,520,9,"5588187,5588245,5588265,5588305,5588353,5588371,5588385,5588393,5588416"
448079,I. Sarr,1628,Central Defender,15,1,5588113
448079,I. Sarr,1628,Full Back,10,1,5588087
448079,I. Sarr,1628,Midfielder,612,8,"5588093,5588203,5588242,5588284,5588368,5588382,5588395,5588445"
448079,I. Sarr,1628,Striker,79,2,"5588102,5588122"
448079,I. Sarr,1628,Winger,2047,26,"5588134,5588145,5588156,5588165,5588179,5588183,5588191,5588215,5588222,5588232,5588251,5588262,5588273,5588299,5588303,5588316,5588322,5588334,5588346,5588353,5588378,5588402,5588410,5588425,5588438,5588453"
448210,E. Álvarez,1633,Central Defender,54,1,5588129
448210,E. Álvarez,1633,Midfielder,1763,27,"5588093,5588109,5588114,5588149,5588158,5588169,5588176,5588208,5588216,5588229,5588231,5588249,5588258,5588269,5588276,5588286,5588299,5588300,5588329,5588330,5588344,5588358,5588374,5588389,5588434,5588449,5588452"
448638,S. Longstaff,1613,Midfielder,868,24,"5588084,5588091,5588107,5588119,5588137,5588146,5588155,5588164,5588175,5588186,5588198,5588203,5588218,5588221,5588236,5588245,5588278,5588307,5588326,5588348,5588358,5588386,5588396,5588435"
448638,S. Longstaff,1613,Winger,23,1,5588368
448645,M. Gibbs-White,1642,Midfielder,2641,32,"5588085,5588097,5588108,5588115,5588144,5588176,5588186,5588206,5588217,5588227,5588237,5588241,5588257,5588263,5588279,5588285,5588298,5588301,5588318,5588323,5588338,5588342,5588356,5588365,5588373,5588380,5588397,5588417,5588425,5588436,5588449,5588456"
448645,M. Gibbs-White,1642,Striker,82,1,5588121
448645,M. Gibbs-White,1642,Winger,90,1,5588408
448687,Robert Sánchez,1610,Goalkeeper,2880,32,"5588088,5588099,5588102,5588111,5588129,5588133,5588144,5588153,5588164,5588174,5588182,5588196,5588202,5588228,5588233,5588243,5588253,5588273,5588287,5588292,5588306,5588352,5588360,5588375,5588381,5588393,5588404,5588413,5588424,5588435,5588444,5588456"
448708,H. Barnes,1613,Striker,26,1,5588084
448708,H. Barnes,1613,Winger,1826,32,"5588091,5588107,5588119,5588123,5588137,5588146,5588155,5588164,5588175,5588186,5588198,5588203,5588218,5588221,5588236,5588245,5588256,5588267,5588278,5588338,5588348,5588358,5588368,5588377,5588386,5588396,5588400,5588416,5588423,5588435,5588440,5588455"
449240,J. Lindstrøm,1623,Midfielder,11,1,5588213
449240,J. Lindstrøm,1623,Winger,1278,24,"5588098,5588110,5588124,5588134,5588166,5588177,5588188,5588193,5588205,5588223,5588230,5588243,5588255,5588263,5588271,5588282,5588293,5588302,5588314,5588322,5588333,5588340,5588359,5588363"
449472,M. Damsgaard,1669,Midfielder,2136,27,"5588087,5588116,5588128,5588132,5588142,5588154,5588162,5588171,5588200,5588211,5588233,5588241,5588261,5588277,5588291,5588303,5588312,5588329,5588336,5588340,5588377,5588381,5588401,5588422,5588432,5588442,5588459"
449472,M. Damsgaard,1669,Striker,265,3,"5588252,5588350,5588362"
449472,M. Damsgaard,1669,Winger,546,8,"5588095,5588101,5588180,5588193,5588221,5588281,5588390,5588417"
450826,C. Hudson-Odoi,1642,Full Back,41,1,5588456
450826,C. Hudson-Odoi,1642,Striker,90,1,5588380
450826,C. Hudson-Odoi,1642,Winger,2114,29,"5588085,5588097,5588108,5588115,5588121,5588138,5588144,5588156,5588167,5588176,5588186,5588190,5588206,5588227,5588237,5588241,5588257,5588279,5588285,5588298,5588323,5588338,5588342,5588356,5588365,5588397,5588408,5588417,5588449"
451472,P. Maghoma,1669,,1,1,5588221
451472,P. Maghoma,1669,Midfielder,113,5,"5588211,5588241,5588261,5588336,5588377"
451472,P. Maghoma,1669,Winger,32,2,"5588277,5588340"
453315,A. Grønbæk,1619,Midfielder,88,3,"5588315,5588339,5588369"
453315,A. Grønbæk,1619,Striker,64,1,5588354
454242,R. Yates,1642,Midfielder,2026,35,"5588085,5588097,5588108,5588115,5588121,5588138,5588144,5588156,5588167,5588176,5588186,5588190,5588206,5588217,5588227,5588237,5588241,5588257,5588279,5588285,5588298,5588301,5588338,5588342,5588356,5588365,5588373,5588380,5588397,5588408,5588417,5588425,5588436,5588449,5588456"
454388,B. Mbeumo,1669,Striker,540,6,"5588095,5588116,5588128,5588132,5588233,5588261"
454388,B. Mbeumo,1669,Winger,2873,32,"5588087,5588101,5588142,5588154,5588162,5588171,5588180,5588193,5588200,5588211,5588221,5588241,5588252,5588277,5588281,5588291,5588303,5588312,5588329,5588336,5588340,5588350,5588362,5588377,5588381,5588390,5588401,5588417,5588422,5588432,5588442,5588459"
460321,J. Taylor,1634,,1,1,5588320
460321,J. Taylor,1634,Midfielder,885,27,"5588081,5588096,5588127,5588135,5588149,5588152,5588195,5588206,5588215,5588225,5588239,5588250,5588265,5588315,5588335,5588349,5588353,5588365,5588371,5588385,5588393,5588405,5588416,5588426,5588432,5588447,5588452"
460321,J. Taylor,1634,Striker,32,1,5588245
460321,J. Taylor,1634,Winger,70,3,"5588274,5588283,5588294"
470680,J. Ramsey,1614,Winger,1676,29,"5588086,5588090,5588105,5588110,5588120,5588135,5588151,5588161,5588178,5588184,5588260,5588270,5588282,5588290,5588300,5588319,5588320,5588331,5588346,5588350,5588361,5588372,5588380,5588398,5588400,5588415,5588421,5588430,5588454"
470819,C. Jones,1612,Central Defender,20,1,5588115
470819,C. Jones,1612,Full Back,180,2,"5588379,5588384"
470819,C. Jones,1612,Midfielder,1410,26,"5588125,5588139,5588145,5588153,5588160,5588173,5588184,5588199,5588218,5588223,5588234,5588248,5588254,5588269,5588275,5588285,5588291,5588311,5588348,5588354,5588394,5588414,5588424,5588433,5588443,5588453"
470819,C. Jones,1612,Striker,74,1,5588337
