wyId,label,date,dateutc,status,duration,winner,competitionId,seasonId,roundId,gameweek,teamsData,venue,referees,hasDataAvailable
5588080,"Manchester United - Fulham, 1 - 0","August 16, 2024 at 9:00:00 PM GMT+2",2024-08-16 19:00:00,Played,Regular,1611,364,189908,4432428,1,"{'1611': {'teamId': 1611, 'side': 'home', 'score': 1, 'scoreHT': 0, 'scoreET': 0, 'scoreP': 0, 'coachId': 221070, 'hasFormation': 1, 'formation': {'lineup': [{'playerId': 583656, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 16, 'assists': '0'}, {'playerId': 346139, 'goals': '0', 'ownGoals': '0', 'yellowCards': '18', 'redCards': '0', 'shirtNumber': 7, 'assists': '0'}, {'playerId': 8653, 'goals': '0', 'ownGoals': '0', 'yellowCards': '40', 'redCards': '0', 'shirtNumber': 5, 'assists': '0'}, {'playerId': 349142, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 3, 'assists': '0'}, {'playerId': 692544, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 37, 'assists': '0'}, {'playerId': 344038, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 24, 'assists': '0'}, {'playerId': 243588, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 8, 'assists': '0'}, {'playerId': 40756, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 18, 'assists': '0'}, {'playerId': 369589, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 20, 'assists': '0'}, {'playerId': 488453, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 6, 'assists': '0'}, {'playerId': 397178, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 10, 'assists': '0'}], 'bench': [{'playerId': 369314, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 1, 'assists': '0'}, {'playerId': 529349, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 21, 'assists': '0'}, {'playerId': 54, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 14, 'assists': '0'}, {'playerId': 601998, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 43, 'assists': '0'}, {'playerId': 692543, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 17, 'assists': '1'}, {'playerId': 7914, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 35, 'assists': '0'}, {'playerId': 543793, 'goals': '1', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 11, 'assists': '0'}, {'playerId': 365443, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 4, 'assists': '0'}, {'playerId': 397174, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 39, 'assists': '0'}], 'substitutions': [{'minute': 61, 'playerIn': 692543, 'playerOut': 583656, 'assists': '0'}, {'minute': 61, 'playerIn': 543793, 'playerOut': 346139, 'assists': '0'}, {'minute': 81, 'playerIn': 7914, 'playerOut': 8653, 'assists': '0'}, {'minute': 81, 'playerIn': 365443, 'playerOut': 349142, 'assists': '0'}, {'minute': 84, 'playerIn': 397174, 'playerOut': 692544, 'assists': '0'}]}}, '1616': {'teamId': 1616, 'side': 'away', 'score': 0, 'scoreHT': 0, 'scoreET': 0, 'scoreP': 0, 'coachId': 71037, 'hasFormation': 1, 'formation': {'lineup': [{'playerId': 447228, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 32, 'assists': '0'}, {'playerId': 225947, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 11, 'assists': '0'}, {'playerId': 488326, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 9, 'assists': '0'}, {'playerId': 230020, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 17, 'assists': '0'}, {'playerId': 383569, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 33, 'assists': '0'}, {'playerId': 14768, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 1, 'assists': '0'}, {'playerId': 447424, 'goals': '0', 'ownGoals': '0', 'yellowCards': '25', 'redCards': '0', 'shirtNumber': 3, 'assists': '0'}, {'playerId': 286380, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 31, 'assists': '0'}, {'playerId': 1712, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 2, 'assists': '0'}, {'playerId': 240445, 'goals': '0', 'ownGoals': '0', 'yellowCards': '70', 'redCards': '0', 'shirtNumber': 18, 'assists': '0'}, {'playerId': 237269, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 20, 'assists': '0'}], 'bench': [{'playerId': 824994, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 24, 'assists': '0'}, {'playerId': 508021, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 15, 'assists': '0'}, {'playerId': 391897, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 23, 'assists': '0'}, {'playerId': 263803, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 21, 'assists': '0'}, {'playerId': 275780, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 6, 'assists': '0'}, {'playerId': 282267, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 8, 'assists': '0'}, {'playerId': 622234, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 28, 'assists': '0'}, {'playerId': 112392, 'goals': '0', 'ownGoals': '0', 'yellowCards': '0', 'redCards': '0', 'shirtNumber': 7, 'assists': '0'}, {'playerId': 9624, 'goals': '0', 'ownGoals': '0', 'yellowCards': '73', 'redCards': '0', 'shirtNumber': 10, 'assists': '0'}], 'substitutions': [{'minute': 64, 'playerIn': 9624, 'playerOut': 447228, 'assists': '0'}, {'minute': 79, 'playerIn': 282267, 'playerOut': 225947, 'assists': '0'}, {'minute': 79, 'playerIn': 112392, 'playerOut': 488326, 'assists': '0'}, {'minute': 91, 'playerIn': 275780, 'playerOut': 240445, 'assists': '0'}, {'minute': 91, 'playerIn': 622234, 'playerOut': 237269, 'assists': '0'}]}}}",,"[{'refereeId': 386218, 'role': 'referee'}, {'refereeId': 383201, 'role': 'firstAssistant'}, {'refereeId': 385011, 'role': 'secondAssistant'}, {'refereeId': 378952, 'role': 'fourthOfficial'}, {'refereeId': 0, 'role': 'firstAdditionalAssistant'}, {'refereeId': 0, 'role': 'secondAdditionalAssistant'}]",True
