matchId,passEventId,passTeamId,passPlayerId,passTimeSeconds,startX,startY,endX,endY,becameShot,shotId_1,shotX_1,shotY_1,shotIsGoal_1,shotXG_1,shotId_2,shotX_2,shotY_2,shotIsGoal_2,shotXG_2,shotId_3,shotX_3,shotY_3,shotIsGoal_3,shotXG_3,shotId_4,shotX_4,shotY_4,shotIsGoal_4,shotXG_4
5588458,2556181131,1651,589075,3402,63,97,88,85,TRUE,2556181136,95,68,FALSE,0.05179,,,,,,,,,,,,,,,
5588458,2556181133,1651,807014,3405,88,85,95,68,TRUE,2556181136,95,68,FALSE,0.05179,,,,,,,,,,,,,,,
5588458,2556181190,1651,590781,3659,92,85,88,76,TRUE,2556181205,94,68,FALSE,0.1135,,,,,,,,,,,,,,,
5588458,2556181192,1651,856213,3663,92,77,90,66,TRUE,2556181205,94,68,FALSE,0.1135,,,,,,,,,,,,,,,
5588458,2556181194,1651,590781,3666,89,72,87,72,TRUE,2556181205,94,68,FALSE,0.1135,,,,,,,,,,,,,,,
5588458,2556181200,1651,590781,3669,91,78,88,70,TRUE,2556181205,94,68,FALSE,0.1135,,,,,,,,,,,,,,,
5588458,2556181202,1651,630651,3671,88,70,92,65,TRUE,2556181205,94,68,FALSE,0.1135,,,,,,,,,,,,,,,
5588458,2556181663,1651,807014,3716,100,100,93,60,TRUE,2556181212,81,43,FALSE,0.07303,,,,,,,,,,,,,,,
5588458,2556181664,1651,630651,3817,100,100,91,48,TRUE,2556181243,97,51,TRUE,0.5918,,,,,,,,,,,,,,,
5588458,2556181437,1651,480608,4901,100,0,87,58,TRUE,2556181439,87,58,FALSE,0.05901,,,,,,,,,,,,,,,
5588458,2556181561,1651,534324,5545,86,11,78,8,TRUE,2556181566,80,31,TRUE,0.03779,,,,,,,,,,,,,,,
5588458,2556181562,1651,47,5547,78,8,77,26,TRUE,2556181566,80,31,TRUE,0.03779,,,,,,,,,,,,,,,
5588458,2556181563,1651,732998,5550,77,26,69,40,TRUE,2556181566,80,31,TRUE,0.03779,,,,,,,,,,,,,,,
5588458,2556181579,1651,719786,5551,69,40,81,23,TRUE,2556181566,80,31,TRUE,0.03779,,,,,,,,,,,,,,,
5588458,2556181564,1651,47,5554,81,23,89,13,TRUE,2556181566,80,31,TRUE,0.03779,,,,,,,,,,,,,,,
5588458,2556181565,1651,534324,5557,89,13,80,31,TRUE,2556181566,80,31,TRUE,0.03779,,,,,,,,,,,,,,,
5588457,2556226335,1609,446423,82,59,80,53,73,TRUE,2556226344,91,44,FALSE,0.1063,,,,,,,,,,,,,,,
5588457,2556226338,1609,482177,85,47,70,54,36,TRUE,2556226344,91,44,FALSE,0.1063,,,,,,,,,,,,,,,
5588457,2556226341,1609,290954,91,68,31,77,8,TRUE,2556226344,91,44,FALSE,0.1063,,,,,,,,,,,,,,,
5588457,2556226342,1609,241564,94,77,8,91,44,TRUE,2556226344,91,44,FALSE,0.1063,,,,,,,,,,,,,,,
5588457,2556226370,1609,482177,198,34,64,44,46,TRUE,2556226376,91,50,FALSE,0.2131,,,,,,,,,,,,,,,
5588457,2556226372,1609,241564,200,44,46,96,15,TRUE,2556226376,91,50,FALSE,0.2131,,,,,,,,,,,,,,,
5588457,2556226373,1609,555939,207,95,16,91,56,TRUE,2556226376,91,50,FALSE,0.2131,,,,,,,,,,,,,,,
5588457,2556226497,1609,217031,384,47,54,45,80,TRUE,2556226508,87,58,FALSE,0.05551,,,,,,,,,,,,,,,
5588457,2556226498,1609,446423,386,45,80,62,96,TRUE,2556226508,87,58,FALSE,0.05551,,,,,,,,,,,,,,,
5588457,2556226505,1609,745929,396,90,84,88,67,TRUE,2556226508,87,58,FALSE,0.05551,,,,,,,,,,,,,,,
5588457,2556226548,1609,241564,529,82,17,90,38,TRUE,2556226560,82,30,FALSE,0.002201,,,,,,,,,,,,,,,
5588457,2556226558,1609,241564,540,91,30,79,41,TRUE,2556226560,82,30,FALSE,0.002201,,,,,,,,,,,,,,,
5588457,2556226559,1609,217031,541,79,41,82,30,TRUE,2556226560,82,30,FALSE,0.002201,,,,,,,,,,,,,,,
5588457,2556226579,1619,658308,1168,100,0,93,51,TRUE,2556226580,73,44,FALSE,0.02789,,,,,,,,,,,,,,,
5588457,2556226769,1609,379209,1398,74,48,75,65,TRUE,2556226776,94,59,FALSE,0.07465,,,,,,,,,,,,,,,
5588457,2556226770,1609,745929,1401,75,65,82,23,TRUE,2556226776,94,59,FALSE,0.07465,,,,,,,,,,,,,,,
5588457,2556226771,1609,241564,1404,82,23,93,19,TRUE,2556226776,94,59,FALSE,0.07465,,,,,,,,,,,,,,,
5588457,2556226774,1609,555939,1409,97,18,94,60,TRUE,2556226776,94,59,FALSE,0.07465,,,,,,,,,,,,,,,
5588457,2556226814,1609,241564,1571,91,16,87,41,TRUE,2556226825,77,53,FALSE,0.06386,,,,,,,,,,,,,,,
5588457,2556226817,1609,241564,1577,87,15,75,26,TRUE,2556226825,77,53,FALSE,0.06386,,,,,,,,,,,,,,,
5588457,2556226820,1609,379209,1578,75,26,75,47,TRUE,2556226825,77,53,FALSE,0.06386,,,,,,,,,,,,,,,
5588457,2556226747,1619,656601,1770,62,16,79,12,TRUE,2556226766,93,52,FALSE,0.1932,,,,,,,,,,,,,,,
5588457,2556226754,1619,566728,1775,87,15,84,39,TRUE,2556226766,93,52,FALSE,0.1932,,,,,,,,,,,,,,,
5588457,2556226762,1619,658308,1782,88,17,92,51,TRUE,2556226766,93,52,FALSE,0.1932,,,,,,,,,,,,,,,
