player_id,player_name,team_id,total_minutes_played
518165,Hamed Junior Traoré,3769,0.0
518231,Sandro Tonali,1613,2677.0
518805,Luke Woolfenden,1634,1206.0
520221,Thomas Glyn Doyle,1629,616.0
520291,Bukayo Saka,1609,1766.0
520300,Nathan Wood-Gordon,1619,784.0
524141,Vítězslav Jaroš,1612,16.0
527201,Cameron Archer,1619,1566.0
532621,Armando Broja,1623,358.0
532749,Benoît Badiashile Mukinayi,1610,345.0
532892,Tyrick Mitchell,1628,3100.0
532949,Dwight McNeil,1623,1410.0
534324,Kaoru Mitoma,1651,2667.0
534563,Chris Richards,1628,1934.0
535824,Ryan Gravenberch,1612,3169.0
535839,Crysencio Summerville,1633,861.0
535808,Jakub Stolarczyk,1631,900.0
536067,Noni  Madueke,1610,2082.0
536494,Mykhailo Mudryk,1610,191.0
537185,Julián Vincente Araujo Zúñiga,1659,525.0
540839,Cheick Oumar Doucouré,1628,494.0
541598,Mohammed Kudus,1633,2613.0
543793,Joshua Zirkzee,1611,1513.0
543873,Eiran Cashin,1651,29.0
543978,Darwin Gabriel Núñez Ribeiro,1612,1254.0
544911,Nathan Patterson,1623,378.0
545267,Radu Drăgușin,1624,1267.0
545295,Hubert Graczyk,22975,0.0
549884,Taylor Harwood-Bellis,1619,2838.0
