player_id,player_name,team_id,total_minutes_played
693147,Alfie Pond,22988,1.0
692544,Kobbie Mainoo,1611,1701.0
692543,Alejandro Garnacho Ferreira,1611,2269.0
689107,Renato Palma Veiga,3159,216.0
688446,Chadi Riad Dnanou,1628,90.0
685275,Jack Henry-Francis,22966,0.0
681063,Mathys Tel,1624,934.0
677949,Yasin Abbas Ayari,1651,2068.0
669602,Nicolas Jackson,1610,2246.0
661732,Sávio  Moreira de Oliveira,1625,1808.0
659056,Kamaldeen Sulemana,1619,1470.0
658798,Rico Henry Mark Lewis,1625,1921.0
658308,Mateus Gonçalo Espanha Fernandes,1619,2929.0
657854,Wilson Serge Eric Odobert,1624,880.0
656947,Omari Elijah Giraud-Hutchinson,1634,2596.0
656601,Lesley Chimuanya Ugochukwu,1619,1713.0
656521,Carlos Roberto Forbs Borges,1629,288.0
656446,Milos Kerkez,1659,3342.0
654893,Adam James Wharton,1628,1348.0
653894,Kim  Ji-Soo,1669,42.0
653730,Abdukodir Khusanov,1625,504.0
653425,Lamare Bogarde,22974,494.0
653138,Ramón Sosa Acosta,1642,404.0
652357,Dante Cassanova,22980,0.0
648855,Ronnie Edwards,1650,19.0
646204,Carlos Jonas Alcaraz,1623,817.0
645877,Yerson Mosquera Valdelamar,1629,442.0
645032,Youssef Ramalho Chermiti,1623,63.0
644809,Matheus França de Oliveira,1628,75.0
644531,Joe O''Brien-Whitmarsh,22977,0.0
644098,Valentín Barco,3779,0.0
642617,Tawanda Chirewa,1673,0.0
639388,Sil Swinkels,1685,0.0
639248,Divin Mubama,22986,29.0
639244,Alfie Devine,5084,0.0
638771,Ben Nelson,1683,0.0
637860,Oliwier Zych,22974,0.0
635038,Harvey Elliott,1612,444.0
633277,Bilal El Khannouss,1631,2229.0
631621,Harvey Davies,22985,0.0
631619,Conor Bradley,1612,815.0
631618,Tyler Morton,1612,0.0
630651,Brajan Gruda,1651,761.0
627131,James Hill,1659,474.0
627012,Murillo Santiago Costa dos Santos,1642,3189.0
625787,Micky van de Ven,1624,1022.0
623641,Emmanuel Agbadou,1629,1411.0
623374,Tim Emeka Iroegbunam,1623,643.0
622482,Bart Verbruggen,1651,3240.0
622236,Dane Scarlett,1624,49.0
622234,Jay Stansfield,1618,3.0
622219,Reece Welch,22969,0.0
622200,Jarell Amorin Quansah,1612,544.0
622113,Francisco Jorge Tavares Oliveira,686,11.0
621289,Salah-Eddine Oulad M'Hand,22966,0.0
621262,Yegor Yarmoliuk,1669,1528.0
621113,Lewis Hall,1613,2211.0
620468,Jacob Greaves,1634,2206.0
619987,Patrick Chinazaekpere Dorgu,1611,853.0
619747,Levi Colwill,1610,3150.0
619727,Samuel Edozie,5068,76.0
619725,Oscar Bobb,1625,28.0
618849,James McConnell,22985,0.0
616591,Evan Ferguson,1633,498.0
614945,Jaidon Anthony,1646,0.0
614939,Will Dennis,1659,0.0
614647,Danilo dos Santos de Oliveira,1642,295.0
614501,Moisés Isaac Caicedo Corozo,1610,3356.0
613296,Cesare Casadei,3185,0.0
609113,Roméo Lavia,1610,838.0
608151,Tom Cannon,1636,0.0
607944,Pape Matar Sarr,1624,1999.0
607630,Igor Thiago Nascimento Rodrigues,1669,212.0
606741,Jaden Philogene-Bidace,1634,929.0
604763,Iyenoma Destiny Udogie,1624,1935.0
604320,Jarrad Branthwaite,1623,2525.0
601998,Toby Collyer,1611,215.0
601257,Naouirou Ahamada,3774,0.0
600902,Issa Kaboré,2443,0.0
600432,Jhon Jader Durán Palacios,16470,738.0
600189,Julio Cesar Enciso Espinola,1634,1219.0
600184,Enzo Jeremías Fernández,1610,2973.0
599817,João Pedro Junqueira de Jesus,1651,1987.0
598178,João Victor Gomes da Silva,1629,2990.0
596942,Keane Lewis-Potter,1669,3106.0
596845,Carl Rushworth,1651,0.0
596046,Aaron Hickey,1669,0.0
595249,Andrè Trindade da Costa Neto,1629,2496.0
595115,Nathan Butler-Oyedeji,22966,10.0
594968,Rodrigo Martins Gomes,1629,924.0
594120,Jake O'Brien,1623,1584.0
592655,Leif Davis,1634,2756.0
590874,Toti António Gomes,1629,2620.0
590781,Jan Paul van Hecke,1651,2968.0
590703,Ilya Zabarnyi,1659,3116.0
589174,Joe Gauci,1663,0.0
589103,Matheus Luiz Nunes,1625,1703.0
589075,Mats Wieffer,1651,1107.0
586894,Iliman Cheikh Ndiaye,1623,2467.0
586585,Malo Gusto,1610,1929.0
586491,Dermot Mee,22975,0.0
586462,Andrew Omobamidele,3779,0.0
586420,Cieran Slicker,1634,0.0
584520,Nicolás González Iglesias,1625,768.0
583656,Amad Diallo Traoré,1611,1944.0
583655,Memeh Caleb Okoli,1631,1154.0
582090,Boubacar Traoré,1629,6.0
580990,Norberto Bercique Gomes Betuncal,1623,1612.0
580755,Liam Delap,1634,2640.0
579610,Georginio  Rutter,1651,1727.0
579408,Rasmus Winther Højlund,1611,2063.0
579022,Ali Ibrahim Karim Al Hamadi,1639,184.0
579007,Kasey McAteer,1631,915.0
578847,Filip Jörgensen,1610,540.0
578325,William Saliba,1609,3039.0
576405,Jack Clarke,1634,1295.0
569598,Myles Peart-Harris,10531,0.0
569595,Sam Rak-Sakyi,22982,0.0
568412,Josko Gvardiol,1625,3283.0
566728,Welington Damascena Santos,1619,506.0
566474,Anthony David  Junior  Elanga ,1642,2567.0
565016,Rayan Aït-Nouri,1629,3125.0
564030,Imari Samuels,8517,0.0
563725,Felipe Rodrigues da Silva,1642,1032.0
563113,Max Alleyne,22986,0.0
558243,Sepp van den Berg,1669,2594.0
557788,Wesley Fofana,1610,1175.0
557406,Antoine Semenyo,1659,3210.0
555939,Gabriel Teodoro Martinelli Silva,1609,2339.0
552979,Carlos Miguel dos Santos Pereira,1642,0.0
552926,Simon Adingra,1651,1220.0
551573,Ian Maatsen,1614,1252.0
551497,Cole Palmer,1610,3200.0
551442,Pedro Antonio Porro Sauceda,1624,2647.0
549485,Jérémy Doku,1625,1586.0
546441,Antonín Kinský,1624,540.0
542200,Riccardo Calafiori,1609,1020.0
540754,Amadou Mvom Onana,1614,1672.0
529349,Antony Matheus dos Santos,684,181.0
528194,James McAtee,1625,397.0
525627,Josh Wilson-Esbrand,1639,0.0
525621,Jeremy Leonel Sarmiento Morante,1646,18.0
525613,Valentino Francisco  Livramento,1613,2863.0
524163,Brennan Johnson,1624,2234.0
522222,Kevin Schade,1669,2361.0
521457,Armel Bella-Kotchap,1619,340.0
514484,Fábio Leandro Freitas Gouveia Carvalho,1669,527.0
488326,Rodrigo Muniz Carvalho,1616,1115.0
485406,Francisco Evanilson de Lima Barbosa,1659,2344.0
453315,Albert Grønbæk Erlykke,1619,152.0
449472,Mikkel Damsgaard,1669,2947.0
449240,Jesper Grænge Lindstrøm,1623,1289.0
7847,Łukasz Fabiański,1633,1164.0
7939,Ashley  Young,1623,1943.0
32775,Scott  Carson,1625,0.0
8331,John Ruddy,1613,0.0
8319,James Milner,1651,172.0
77502,Tom Heaton,1611,0.0
61941,Fraser Forster,1624,630.0
8240,Séamus Coleman,1623,223.0
105333,Willian Borges da Silva,1616,314.0
8425,Wayne  Hennessey,1642,0.0
8140,Adam Lallana,1619,410.0
7914,Jonny Evans,1611,338.0
8156,Jason Steele,1651,180.0
8726,Asmir Begović,1623,0.0
234399,Adam Webster,1651,909.0
104851,Martin Dúbravka,1613,900.0
8582,Aaron Cresswell,1633,876.0
7945,Daniel Nii Tackie Mensah Welbeck,1651,2159.0
8221,Joel Ward,1628,83.0
8392,Nathaniel Clyne,1628,533.0
8277,Kyle Walker,3157,995.0
14808,İlkay Gündoğan,1625,2269.0
8580,Alex McCarthy,1619,450.0
8677,Michail Antonio,1633,861.0
9206,Chris Wood,1642,2970.0
38021,Kevin De Bruyne,1625,1746.0
8460,Adam Smith,1659,1627.0
8360,Craig Dawson,1629,997.0
11669,Callum Wilson,1613,447.0
20922,Norberto Murara Neto,1609,180.0
37897,Matz Sels,1642,3420.0
9624,Tom Cairney,1616,810.0
11270,Sam Morsy,1634,2770.0
25571,Jordan Ayew,1631,1737.0
54,Christian  Dannemann Eriksen,1611,1135.0
25706,Idrissa Gana Gueye,1623,3072.0
8945,Kieran Trippier,1613,1372.0
8944,Ben Mee,1669,210.0
14768,Bernd Leno,1616,3420.0
7848,Damián Emiliano Martínez,1614,3202.0
214220,Alisson Ramsés Becker,1612,2510.0
40756, Carlos Henrique José Francisco Venancio Casimiro,1611,1540.0
47,Joël Veltman,1651,1713.0
14911,Heung-Min Son,1624,2156.0
4015,Pablo Sarabia García,1629,894.0
50102,Fabian Schär,1613,2945.0
192792,Dan Burn,1613,3330.0
50798,Robin Olsen,1614,233.0
95349,Wataru Endo,1612,369.0
71703,Victor Nilsson Lindelöf,1611,766.0
9097,Lewis Dunk,1651,2102.0
25418,Alphonse Aréola,1633,2267.0
25701,Lucas Digne,1614,2387.0
120353,Mohamed  Salah Ghaly,1612,3376.0
8955,Danny Ings,1633,372.0
15806,Jannik Vestergaard,1631,1396.0
9210,Wes Foderingham,1633,0.0
15146,Stefan Ortega Moreno,1625,1106.0
8246,Ross Barkley,1614,676.0
8136,Jack Stephens,1619,1397.0
56262,Christian Nørgaard,1669,2830.0
134717,Leandro Trossard,1609,2610.0
69404,Mateo Kovačić,1625,2234.0
25486,Willy Boly,1642,174.0
83150,Vladimír Coufal,1633,1121.0
12829,Jamie Vardy,1631,2827.0
62224,Ryan Fraser,1619,392.0
16814,Odysseas Vlachodimos,1613,0.0
10131,Jordan Pickford,1623,3420.0
11066,Raheem Sterling,1609,550.0
136509,Danny Ward,1631,137.0
28292,Abdoulaye Doucouré,1623,2591.0
29640,Mario Lemina,4492,1377.0
12379,Ben Godfrey,1634,164.0
14705,Niclas Füllkrug,1633,861.0
62126,Matt Doherty,1629,2144.0
21315,Jorge Luiz Frello Filho,1609,731.0
9433,James  Tarkowski,1623,2922.0
9956,Daniel Bentley,1629,180.0
7953,Conor  Coady,1631,1730.0
8501,Jeffrey  Schlupp,8508,164.0
40787,Emerson Palmieri dos Santos,1633,2155.0
8653,Harry  Maguire,1611,1803.0
134102,Nathan Aké,1625,687.0
51064,Emil Krafth,1613,394.0
192755,Bobby Armani De Cordova-Reid,1631,822.0
370,Virgil van Dijk,1612,3330.0
9380,John Stones,1625,572.0
8833,Jamaal Lascelles,1613,0.0
11126,Marcus Bettinelli,1610,0.0
10153,Sam Johnstone,1629,630.0
3397,Kepa Arrizabalaga Revuelta,1659,2790.0
8144,James  Ward-Prowse,1633,1475.0
9164,Charlie Taylor,1619,392.0
71654,Ederson Santana de Moraes,1625,2321.0
136441,Ben Davies,1624,1350.0
112392,Raúl Alonso Jiménez Rodríguez,1616,2538.0
8286,Massimo  Luongo,1634,240.0
7919,Michael Keane,1623,1061.0
8135,Luke Shaw,1611,363.0
11051,Jack Grealish,1625,780.0
9683,Conor Townsend,1634,352.0
1712,Kenny Tete,1616,1782.0
8981,Will Hughes,1628,2180.0
5910,Alejandro Moreno Lopera,1642,991.0
9022,Christian Walton,1634,630.0
12242,Nick Pope,1613,2520.0
70381,Ricardo Domingos Barbosa Pereira,1631,423.0
145787,Joachim Christian Andersen,1616,2673.0
173214,Timo Werner,1624,597.0
213312,Miguel Ángel Almirón Rejala,58165,193.0
217031,Thomas Teye Partey,1609,2819.0
219526,Mark Flekken,1669,3276.0
222220,Andrew Robertson,1612,2516.0
223794,John McGinn,1614,2272.0
222770,Nélson Cabral Semedo,1629,2904.0
227085,José Pedro Malheiro de Sá,1629,2610.0
225947,Adama Traoré Diarra,1616,1888.0
228946,Gnaly Maxwell Cornet,3193,79.0
229076,Neal Maupay,3771,0.0
230020,Alex Iwobi,1616,3015.0
237269,Saša Lukić,1616,2364.0
237034,Gonçalo Manuel Ganchinho Guedes,1629,1116.0
240032,Jan Bednarek,1619,2532.0
239411,Tyrone Mings,1614,1126.0
240070,Harry Winks,1631,1568.0
240378,Temitayo Olufisayo Olaoluwa Aina,1642,3000.0
240445,Andreas Hoelgebaum Pereira,1616,2076.0
241564,Oleksandr Zinchenko,1609,576.0
243588,Bruno Miguel Borges Fernandes,1611,3026.0
245996,Ebere Paul Onuachu,1619,1139.0
247248,Solly March,1651,234.0
248276,Daniel Castelo Podence,16472,58.0
249041,Wes Burns,1634,970.0
258340,Ryan Manning,1619,1505.0
255738,Jefferson Andrés Lerma Solís,1628,2316.0
257899,Joe Gomez,1612,533.0
258154,Rúben  Santos Gato Alves Dias,1625,2276.0
264303,Ryan Christie,1659,2137.0
263802,Youri Tielemans,1614,3038.0
263803,Timothy Castagne,1616,1698.0
265366,Onyinye Wilfred Ndidi,1631,2338.0
265673,Bernardo Mota Veiga de Carvalho e Silva,1625,2689.0
274435,Enes Ünal,1659,426.0
270866,Diego Carlos Santos Silva,4487,846.0
275780,Harrison Reed,1616,170.0
275785,Marcus Myers-Harness,1647,57.0
281135,Matt Targett,1613,30.0
281242,Daniel Iversen,1631,0.0
282267,Harry Wilson,1616,1241.0
282877,Sammie Szmodics,1634,1036.0
283147,Dean Henderson,1628,3420.0
283145,Oluwatosin Adarabioyo,1610,1460.0
284302,James Maddison,1624,1894.0
288080,Cameron Burgess,1634,1546.0
284992,Harry Toffolo,1642,148.0
285506,Taiwo Awoniyi,1642,550.0
285403,Tomáš Souček,1633,2608.0
285382,Wout Faes,1631,2836.0
286368,Yoane Wissa,1669,2929.0
286380,Issa Diop,1616,1375.0
286829,Adam Armstrong,1627,1290.0
286831,Dominic Solanke,1624,2219.0
288091,Marco Asensio Willemsen,1614,780.0
290954,Kieran Tierney,1609,305.0
293687,Dominic Calvert-Lewin,1623,1654.0
293686,Jacob Murphy,1613,2401.0
297957,Manuel Akanji,1625,2031.0
297621,David Raya Martin,1609,3420.0
298980,Joelinton Cassio Apolinário de Lira,1613,2399.0
299699,Jarrod Bowen,1633,2981.0
300114,Joe Lumley,1619,270.0
301047,Ollie Watkins,1614,2658.0
302292,Martin Ødegaard,1609,2354.0
302518,Lewis Cook,1659,3001.0
326547,Emiliano Buendía,2446,153.0
303357,Philip Billing,3187,232.0
326998,Guglielmo Vicario,1624,2160.0
327391,James Bree,1619,1103.0
333618,Kristoffer Vassbakk Ajer,1669,1504.0
336242,Rico Henry,1669,139.0
336744,Remi  Matthews,1628,0.0
337003,Joseph Oluwaseyi Temitope Ayodele-Aribo,1619,2091.0
339789,Mikel Merino Zazón,1609,1639.0
340386,Gabriel Fernando de Jesus,1609,662.0
340706,Guido Rodríguez,1633,1191.0
343098,Tom King,1629,3.0
344181,Kostas Tsimikas,1612,894.0
344038,André Onana,1611,3060.0
344040,Marc Cucurella Saseta,1610,3007.0
344100,Sergio Reguilón Rodríguez,1624,224.0
343958,Stephy Alvaro Mavididi,1631,1695.0
345621,Diogo José Teixeira da Silva,1612,1270.0
345829,Caoimhin Kelleher,1612,900.0
346125,David Brooks,1659,1063.0
346158,Eddie Nketiah,1628,1188.0
346159,Joe Willock,1613,1215.0
346131,Trevoh Chalobah,1610,1986.0
346139,Mason Mount,1611,671.0
346101,Trent Alexander-Arnold,1612,2403.0
347200,Christopher Nkunku,1610,1033.0
347202,Odsonne Édouard,1631,163.0
349142,Noussair Mazraoui,1611,2856.0
349099,Orel Johnson Mangala,1623,1285.0
349687,Hee-Chan Hwang,1629,753.0
350976,Ben Chilwell,1628,303.0
351803,Nathan Broadhead,1634,754.0
361163,Mathias Jensen,1669,966.0
356000,Conor Chaplin,1634,908.0
355937,Mason Holgate,1627,15.0
358801,Pervis Josué Estupiñán Tenorio,1651,2425.0
359934,Kalvin Phillips,1634,1266.0
366720,Jean-Philippe Mateta,1628,2684.0
364860,Rodrigo Hernández Cascante,1625,81.0
361807,Rodrigo Bentancur Colmán,1624,1685.0
369314,Altay Bayındır,1611,360.0
366217,Kevin Danso,1624,848.0
364003,Santiago Ignacio Bueno Sciutto,1629,1746.0
365880,Daichi Kamada,1628,1660.0
367922,Sander Gard Bolin Berge,1616,2257.0
365443,Matthijs de Ligt,1611,2150.0
365446,Donyell Malen,1614,381.0
369589,José Diogo Dalot Teixeira,1611,2823.0
367622,Vitaly Janelt,1669,2299.0
368225,Tyler Adams,1659,2002.0
370224,Rob Holding,1636,0.0
370937,Bruno Guimarães Rodriguez Moura,1613,3283.0
372752,Carlos Soler Barragán,1633,1501.0
375001,Ibrahim Sangaré,1642,627.0
381290,Alex Palmer,1634,1170.0
376353,Patson Daka,1631,818.0
376185,Matt Turner,1628,0.0
377071,Richarlison de Andrade,1624,553.0
379209,Declan Rice,1609,2839.0
383569,Antonee Robinson,1616,3170.0
386020,George Edmundson,1620,6.0
386328,Takehiro Tomiyasu,1609,14.0
386292,Axel Disasi,1614,881.0
391897,Steven Benda,1616,0.0
387702,Elliott Anderson,1642,2762.0
388267,Leon Bailey Butler,1614,1210.0
393247,Ibrahima Konaté,1612,2573.0
390766,Chiedozie Ogbene,1634,246.0
397033,Boubakary Soumaré,1631,2223.0
397163,Axel Tuanzebe,1634,1722.0
397174,Scott McTominay,3187,28.0
397178,Marcus Rashford,1614,1467.0
397074,Marc Guéhi,1628,3059.0
396912,Jean-Ricner Bellegarde,1629,1767.0
397098,Reiss Nelson,1616,531.0
399645,João Manuel Neves Virginia,1623,0.0
399559,Mads Roerslev Rasmussen,2451,1132.0
399584,Mark Travers,1620,450.0
399581,Dara O'Shea,1634,3123.0
399599,Alexander Isak,1613,2762.0
400549,Pau Francisco Torres,1614,2026.0
400575,Marcus Tavernier,1659,1995.0
403934,Marshall Nyasha Munetsi,1629,1092.0
401050,Alfie Whiteman,1624,0.0
402884,Kyle Walker-Peters,1619,2923.0
404216,Boubacar Kamara,1614,1764.0
404756,Ferdi Kadıoğlu,1651,392.0
404757,Justin Kluivert,1659,2382.0
404748,Tyrell Malacia,11,112.0
406051,Jakub Moder,12,30.0
406073,Vitaliy Mykolenko,1623,3083.0
424806,Ethan Pinnock,1669,1921.0
412027,Ezri Konsa Ngoyo,1614,2939.0
412034,James Justin,1631,2929.0
413002,Konstantinos Mavropanos,1633,2105.0
412968,Marcos Senesi,1659,1133.0
413582,Yves Bissouma,1624,1483.0
415953,Igor Julio dos Santos de Paulo,1651,977.0
415917,Gabriel dos Santos Magalhães,1609,2365.0
415847,Cristian Gabriel Romero,1624,1421.0
419219,Frank Ogochukwu Onyeka,2481,33.0
419213,Cody Gakpo,1612,2004.0
419784,Hamza Choudhury,1636,143.0
420090,Jack Harrison,1623,2135.0
421696,Matty Cash,1614,2086.0
422132,Lucas Tolentino Coelho de Lima,1633,2440.0
423316,Luis Fernando Sinisterra Lucumí,1659,284.0
425925,Kai Havertz,1609,1891.0
424241,Nikola Milenković,1642,3330.0
424949,Kouassi Ryan Sessegnon,1616,642.0
427097,Erling Braut Haaland,1625,2741.0
431967,Luis Fernando Díaz Marulanda,1612,2457.0
433506,Aaron Ramsdale,1619,2700.0
434172,George Hirst,1634,765.0
443660,Ross Cameron Stewart,1619,434.0
443740,Carlos Vinícius Alves Morais,1616,36.0
445111,Andy Irving,1633,206.0
446423,Ben White,1609,1226.0
446705,Manuel Ugarte Ribeiro,1611,1832.0
447097,Max Aarons,674,101.0
447195,Harry Clarke,1636,392.0
447205,Phil Foden,1625,1830.0
447213,Arijanet Murić,1634,1620.0
447223,Jadon Sancho,1610,1834.0
447228,Emile Smith Rowe,1616,2108.0
447357,Reece James,1610,1112.0
447408,Kiernan Dewsbury-Hall,1610,321.0
447424,Calvin Bassey Ughelumba,1616,3081.0
447536,Will Smallbone,1619,767.0
447773,Brandon Austin,1624,90.0
447804,Federico Chiesa,1612,130.0
447955,Djed Spence,1624,1825.0
447963,Ben Johnson,1634,1403.0
448079,Ismaïla Sarr,1628,2763.0
448210,Edson Omar Álvarez Velázquez,1633,1817.0
448638,Sean Longstaff,1613,891.0
448645,Morgan Gibbs-White,1642,2813.0
448687,Robert Lynch Sánchez,1610,2880.0
448708,Harvey Barnes,1613,1852.0
450826,Callum Hudson-Odoi,1642,2245.0
451472,Edmond-Paris Maghoma,1669,146.0
454242,Ryan Yates,1642,2026.0
454388,Bryan Mbeumo,1669,3413.0
460321,Jack Taylor,1634,988.0
470680,Jacob Ramsey,1614,1676.0
470819,Curtis Jones,1612,1788.0
470834,Neco Williams,1642,2641.0
470978,Oliver Skipp,1631,1201.0
471064,Tariq Lamptey,1651,896.0
471753,João Félix Sequeira,3157,430.0
472363,Dejan Kulusevski,1624,2418.0
474104,Jørgen Strand Larsen,1629,2622.0
475597,Sven Botman,1613,417.0
476345,Mads Hermansen,1631,2388.0
476382,Dominik Szoboszlai,1612,2539.0
478618,Anthony Gordon,1613,2476.0
479155,Nathan Collins,1669,3420.0
479831,Jens-Lys Michel Cajuste,1634,2005.0
480608,Matt O'Riley,1651,1011.0
480781,James Garner,1623,1618.0
481911,Alexis Mac Allister,1612,2640.0
482177,Jakub Kiwior,1609,1156.0
486252,Aaron Wan-Bissaka,1633,3157.0
487034,Eberechi Eze,1628,2622.0
487061,Lloyd Kelly,3159,343.0
488453,Lisandro Martínez,1611,1753.0
488708,Luke Cundle,1638,0.0
488709,Luke Thomas,1631,1113.0
488711,Ben Brereton Díaz,1636,491.0
491344,Morgan Rogers,1614,3122.0
491413,Daniel Muñoz Mejia,1628,3230.0
491458,Jurriën Timber Maduro,1609,2434.0
496001,Max Kilman,1633,3349.0
496214,Nicolás Martín Domínguez,1642,2048.0
496823,Pedro Lomba Neto,1610,2339.0
499655,Yukinari Sugawara,1619,1641.0
500553,Omar Marmoush,1625,1193.0
501419,Jean-Clair Todibo,1633,1877.0
503347,Woyo Coulibaly,1631,125.0
504249,João Pedro Ferreira Silva,1642,1015.0
504375,Maxence Lacroix,1628,3117.0
504579,Hákon Rafn Valdimarsson,1669,149.0
504613,Flynn Downes,1619,2162.0
508021,Jorge Cuenca Barreno,1616,377.0
508830,Billy Gilmour,3187,107.0
512982,Matheus Santos Carneiro Da Cunha,1629,2620.0
