matchId,passEventId,passTeamId,passPlayerId,startX,startY,shotX,shotY,shotIsGoal,shot_probability,model_xG,pass_goal_probability
5588100,2285324480,1609,425925,83,86,92.0,44.0,False,0.2683535938617989,0.4519,0.598984604795652
5588100,2285324498,1651,719786,80,36,93.0,32.0,False,0.38272751007008254,0.03705,0.40559745582198603
5588103,2290507882,1623,532949,100,100,98.0,45.0,False,0.21293897334213335,0.1833,0.3572072595285204
5588103,2290507923,1623,586894,70,17,86.0,61.0,False,0.0714583143435962,0.07247,0.13874973030311577
5588103,2290507926,1623,623374,92,28,86.0,61.0,False,0.40456085213666737,0.07247,0.4477123271823231
5588103,2290507927,1623,420090,98,74,86.0,61.0,False,0.33760018411815734,0.07247,0.3856042987751145
5588103,2290507958,1623,9433,71,96,82.0,54.0,False,0.06992265673799156,0.1538,0.21296855213168842
5588103,2290507959,1623,532949,87,95,82.0,54.0,False,0.09305724096054589,0.1538,0.23254503730081388
5588103,2290508009,1623,532949,100,0,90.0,60.0,False,0.20939183884087012,0.08987,0.28044379428424115
5588103,2290508011,1623,532949,87,28,90.0,60.0,False,0.2011532792149579,0.08987,0.27294563401190974
5588103,2290508012,1623,406073,78,25,90.0,60.0,False,0.25065271512575493,0.08987,0.31799655561740336
5588103,2290508077,1659,656446,79,41,91.0,59.0,False,0.1480672067316262,0.01632,0.16197074991776605
5588103,2290508078,1659,264303,66,23,91.0,59.0,False,0.059999466581645046,0.01632,0.07534027528703258
5588103,2290508079,1659,412968,66,6,91.0,59.0,False,0.048112597892894446,0.01632,0.06364740029528237
5588103,2290508082,1659,400575,70,3,91.0,59.0,False,0.06540668832530062,0.01632,0.0806592511718317
5588103,2290508083,1659,412968,73,13,91.0,59.0,False,0.12843870970823165,0.01632,0.14266258996579328
5588103,2290508084,1659,656446,93,14,91.0,59.0,False,0.26316960464646666,0.01632,0.2751946766986363
5588103,2290508108,1623,532949,100,100,93.0,60.0,False,0.17894154462740314,0.2486,0.38305667663303067
5588103,2290508110,1623,293687,97,33,93.0,60.0,False,0.47837502596547476,0.2486,0.6080509945104577
5588103,2290508113,1623,9433,96,58,93.0,60.0,False,0.5186011165453438,0.2486,0.6382768789721713
5588103,2290508213,1659,557406,21,55,87.0,53.0,False,0.01975158514560931,0.1019,0.11963889861927168
5588103,2290508215,1659,264303,21,34,87.0,53.0,False,0.019464064989776056,0.1019,0.1193806767673179
5588103,2290508218,1659,400575,36,7,87.0,53.0,False,0.12469814899201119,0.1019,0.21389140760972525
5588103,2290508222,1659,404757,85,46,87.0,53.0,False,0.42603235573433046,0.1019,0.48451965868500213
5588103,2290508243,1623,25706,48,60,73.0,65.0,False,0.059143689825080406,0.02797,0.08545944082067303
