player_id,minutes_played,position_provider,position,jersey_number,team_id,match_id,yellow_card,bookings,red_card,goals,assists,sub_in,sub_out,minutes,own_goals,starting,competition,season
732238,72,RDMF,Midfielder,8,1659,5588341,False,0,False,0,0,24,0,66,0,False,364,2024
400575,50,RAMF,Winger,16,1659,5588341,False,0,False,0,0,46,0,44,0,False,364,2024
485406,19,CF,Striker,9,1659,5588341,False,0,False,0,0,77,0,13,0,False,364,2024
423316,11,LAMF,Winger,17,1659,5588341,False,0,False,0,0,85,0,5,0,False,364,2024
345621,62,CF,Striker,20,1612,5588348,False,0,False,0,0,0,62,62,0,True,364,2024
535824,77,RDMF,Midfielder,38,1612,5588348,False,0,False,0,0,0,77,77,0,True,364,2024
346101,77,RB,Full Back,66,1612,5588348,False,0,False,0,0,0,77,77,0,True,364,2024
481911,87,LDMF,Midfielder,10,1612,5588348,False,0,False,1,0,0,87,87,0,True,364,2024
431967,87,LAMF,Winger,7,1612,5588348,False,0,False,0,1,0,87,87,0,True,364,2024
214220,90,GK,Goalkeeper,1,1612,5588348,False,0,False,0,0,0,0,90,0,True,364,2024
476382,90,AMF,Midfielder,8,1612,5588348,False,0,False,1,0,0,0,90,0,True,364,2024
393247,90,RCB,Central Defender,5,1612,5588348,False,0,False,0,0,0,0,90,0,True,364,2024
344181,90,LB,Full Back,21,1612,5588348,False,0,False,0,0,0,0,90,0,True,364,2024
120353,90,RAMF,Winger,11,1612,5588348,False,0,False,0,1,0,0,90,0,True,364,2024
370,90,LCB,Central Defender,4,1612,5588348,False,0,False,0,0,0,0,90,0,True,364,2024
419213,35,LAMF,Winger,18,1612,5588348,False,0,False,0,0,62,0,28,0,False,364,2024
622200,20,RB,Full Back,78,1612,5588348,False,0,False,0,0,77,0,13,0,False,364,2024
95349,20,RDMF,Midfielder,3,1612,5588348,False,0,False,0,0,77,0,13,0,False,364,2024
470819,10,LDMF,Midfielder,17,1612,5588348,False,0,False,0,0,87,0,3,0,False,364,2024
543978,10,CF,Striker,9,1612,5588348,False,0,False,0,0,87,0,3,0,False,364,2024
11669,68,SS,Striker,9,1613,5588348,False,0,False,0,0,0,68,68,0,True,364,2024
346159,68,LW,Winger,28,1613,5588348,False,0,False,0,0,0,68,68,0,True,364,2024
518231,68,LCMF,Midfielder,8,1613,5588348,False,0,False,0,0,0,68,68,0,True,364,2024
525613,68,RB,Full Back,21,1613,5588348,False,0,False,0,0,0,68,68,0,True,364,2024
370937,87,RCMF,Midfielder,39,1613,5588348,False,0,False,0,0,0,87,87,0,True,364,2024
478618,90,CF,Striker,10,1613,5588348,False,0,False,0,0,0,0,90,0,True,364,2024
192792,90,LCB,Central Defender,33,1613,5588348,False,0,False,0,0,0,0,90,0,True,364,2024
50102,90,RCB,Central Defender,5,1613,5588348,False,0,False,0,0,0,0,90,0,True,364,2024
293686,90,RW,Winger,23,1613,5588348,True,1,False,0,0,0,0,90,0,True,364,2024
621113,90,LB,Full Back,20,1613,5588348,False,0,False,0,0,0,0,90,0,True,364,2024
12242,90,GK,Goalkeeper,22,1613,5588348,False,0,False,0,0,0,0,90,0,True,364,2024
448708,29,LW,Winger,11,1613,5588348,False,0,False,0,0,68,0,22,0,False,364,2024
8945,29,RB,Full Back,2,1613,5588348,False,0,False,0,0,68,0,22,0,False,364,2024
767330,29,LCMF,Midfielder,67,1613,5588348,False,0,False,0,0,68,0,22,0,False,364,2024
747910,29,SS,Striker,18,1613,5588348,False,0,False,0,0,68,0,22,0,False,364,2024
448638,10,RCMF,Midfielder,36,1613,5588348,False,0,False,0,0,87,0,3,0,False,364,2024
522222,77,LAMF,Winger,7,1669,5588340,False,0,False,0,0,0,77,77,0,True,364,2024
333618,81,RB,Full Back,20,1669,5588340,False,0,False,0,0,0,81,81,0,True,364,2024
454388,90,RAMF,Winger,19,1669,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
424806,90,LCB,Central Defender,5,1669,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
596942,90,LB,Full Back,23,1669,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
449472,90,AMF,Midfielder,24,1669,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
219526,90,GK,Goalkeeper,1,1669,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
479155,90,RCB,Central Defender,22,1669,5588340,True,1,False,0,0,0,0,90,0,True,364,2024
367622,90,LDMF,Midfielder,27,1669,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
286368,90,CF,Striker,11,1669,5588340,False,0,False,1,0,0,0,90,0,True,364,2024
621262,90,RDMF,Midfielder,18,1669,5588340,True,1,False,0,0,0,0,90,0,True,364,2024
451472,18,LAMF,Winger,32,1669,5588340,False,0,False,0,0,77,0,13,0,False,364,2024
700018,14,RB,Full Back,33,1669,5588340,False,0,False,0,0,81,0,9,0,False,364,2024
25706,75,RDMF,Midfielder,27,1623,5588340,False,0,False,0,0,0,75,75,0,True,364,2024
449240,75,RAMF,Winger,29,1623,5588340,False,0,False,0,0,0,75,75,0,True,364,2024
580990,90,CF,Striker,14,1623,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
646204,90,AMF,Midfielder,24,1623,5588340,True,1,False,0,0,0,0,90,0,True,364,2024
604320,90,LCB,Central Defender,32,1623,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
480781,90,LDMF,Midfielder,37,1623,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
420090,90,LAMF,Winger,11,1623,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
594120,90,RB,Full Back,15,1623,5588340,False,0,False,1,0,0,0,90,0,True,364,2024
10131,90,GK,Goalkeeper,1,1623,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
9433,90,RCB,Central Defender,6,1623,5588340,False,0,False,0,0,0,0,90,0,True,364,2024
406073,90,LB,Full Back,19,1623,5588340,False,0,False,0,1,0,0,90,0,True,364,2024
7939,20,RAMF,Winger,18,1623,5588340,False,0,False,0,0,75,0,15,0,False,364,2024
623374,20,RDMF,Midfielder,42,1623,5588340,False,0,False,0,0,75,0,15,0,False,364,2024
566474,62,LAMF,Winger,21,1642,5588342,False,0,False,0,0,0,62,62,0,True,364,2024
496214,62,RDMF,Midfielder,16,1642,5588342,False,0,False,0,0,0,62,62,0,True,364,2024
9206,84,CF,Striker,11,1642,5588342,False,0,False,0,0,0,84,84,0,True,364,2024
450826,90,RAMF,Winger,14,1642,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
387702,90,LDMF,Midfielder,8,1642,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
448645,90,AMF,Midfielder,10,1642,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
37897,90,GK,Goalkeeper,26,1642,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
627012,90,LCB,Central Defender,5,1642,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
424241,90,RCB,Central Defender,31,1642,5588342,True,1,False,0,0,0,0,90,0,True,364,2024
470834,90,LB,Full Back,7,1642,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
240378,90,RB,Full Back,34,1642,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
614647,32,LDMF,Midfielder,28,1642,5588342,False,0,False,0,0,62,0,28,0,False,364,2024
454242,32,RDMF,Midfielder,22,1642,5588342,False,0,False,0,0,62,0,28,0,False,364,2024
285506,10,CF,Striker,9,1642,5588342,False,0,False,0,0,84,0,6,0,False,364,2024
542200,46,LB,Full Back,33,1609,5588342,True,1,False,0,0,0,46,46,0,True,364,2024
21315,70,DMF,Midfielder,20,1609,5588342,False,0,False,0,0,0,70,70,0,True,364,2024
745929,77,RWF,Winger,53,1609,5588342,False,0,False,0,0,0,77,77,0,True,364,2024
491458,85,RB,Full Back,12,1609,5588342,False,0,False,0,0,0,85,85,0,True,364,2024
302292,85,RCMF3,Midfielder,8,1609,5588342,False,0,False,0,0,0,85,85,0,True,364,2024
379209,90,LCMF3,Midfielder,41,1609,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
297621,90,GK,Goalkeeper,22,1609,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
415917,90,LCB,Central Defender,6,1609,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
134717,90,LWF,Winger,19,1609,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
339789,90,CF,Striker,23,1609,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
578325,90,RCB,Central Defender,2,1609,5588342,False,0,False,0,0,0,0,90,0,True,364,2024
290954,48,LB,Full Back,3,1609,5588342,False,0,False,0,0,46,0,44,0,False,364,2024
241564,24,DMF,Midfielder,17,1609,5588342,False,0,False,0,0,70,0,20,0,False,364,2024
11066,17,RWF,Winger,30,1609,5588342,False,0,False,0,0,77,0,13,0,False,364,2024
446423,9,RB,Full Back,4,1609,5588342,False,0,False,0,0,85,0,5,0,False,364,2024
217031,9,RCMF3,Midfielder,5,1609,5588342,False,0,False,0,0,85,0,5,0,False,364,2024
604763,67,LB,Full Back,13,1624,5588343,False,0,False,0,0,0,67,67,0,True,364,2024
681063,67,CF,Striker,11,1624,5588343,False,0,False,0,0,0,67,67,0,True,364,2024
361807,67,DMF,Midfielder,30,1624,5588343,True,1,False,0,0,0,67,67,0,True,364,2024
657854,67,LW,Winger,28,1624,5588343,False,0,False,0,0,0,67,67,0,True,364,2024
284302,82,LCMF,Midfielder,10,1624,5588343,True,1,False,0,0,0,82,82,0,True,364,2024
767087,90,RCB,Central Defender,14,1624,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
524163,90,RW,Winger,22,1624,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
326998,90,GK,Goalkeeper,1,1624,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
366217,90,LCB,Central Defender,4,1624,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
779565,90,RCMF,Midfielder,15,1624,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
551442,90,RB,Full Back,23,1624,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
472363,31,RCMF,Midfielder,21,1624,5588343,False,0,False,0,0,67,0,23,0,False,364,2024
447955,31,LB,Full Back,24,1624,5588343,False,0,False,0,0,67,0,23,0,False,364,2024
607944,31,RCMF,Midfielder,29,1624,5588343,True,1,False,0,0,67,0,23,0,False,364,2024
14911,31,LW,Winger,7,1624,5588343,False,0,False,0,0,67,0,23,0,False,364,2024
173214,16,LW,Winger,16,1624,5588343,False,0,False,0,0,82,0,8,0,False,364,2024
584520,74,LDMF,Midfielder,14,1625,5588343,False,0,False,0,0,0,74,74,0,True,364,2024
500553,74,AMF,Midfielder,7,1625,5588343,False,0,False,0,0,0,74,74,0,True,364,2024
661732,89,RAMF,Winger,26,1625,5588343,False,0,False,0,0,0,89,89,0,True,364,2024
653730,90,RCB,Central Defender,45,1625,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
427097,90,CF,Striker,9,1625,5588343,False,0,False,1,0,0,0,90,0,True,364,2024
71654,90,GK,Goalkeeper,31,1625,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
568412,90,LB,Full Back,24,1625,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
589103,90,RB,Full Back,27,1625,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
258154,90,LCB,Central Defender,3,1625,5588343,False,0,False,0,0,0,0,90,0,True,364,2024
549485,90,LAMF,Winger,11,1625,5588343,False,0,False,0,1,0,93,93,0,True,364,2024
69404,90,RDMF,Midfielder,8,1625,5588343,False,0,False,0,0,0,93,93,0,True,364,2024
265673,24,LDMF,Midfielder,20,1625,5588343,False,0,False,0,0,74,0,16,0,False,364,2024
447205,24,AMF,Midfielder,47,1625,5588343,False,0,False,0,0,74,0,16,0,False,364,2024
528194,9,RAMF,Winger,87,1625,5588343,False,0,False,0,0,89,0,1,0,False,364,2024
14808,5,,,19,1625,5588343,False,0,False,0,0,93,0,-3,0,False,364,2024
11051,5,LAMF,Winger,10,1625,5588343,False,0,False,0,0,93,0,-3,0,False,364,2024
619987,40,LWB,Full Back,13,1611,5588349,False,1,True,0,0,0,0,90,0,True,364,2024
692543,45,AMF,Midfielder,17,1611,5588349,False,0,False,0,0,0,45,45,0,True,364,2024
579408,67,CF,Striker,9,1611,5588349,True,1,False,0,0,0,67,67,0,True,364,2024
344038,90,GK,Goalkeeper,24,1611,5588349,False,0,False,0,0,0,0,90,0,True,364,2024
243588,90,LCMF,Midfielder,8,1611,5588349,False,0,False,0,1,0,0,90,0,True,364,2024
369589,90,RWB,Full Back,20,1611,5588349,False,0,False,0,0,0,0,90,0,True,364,2024
8653,90,CB,Central Defender,5,1611,5588349,False,0,False,1,0,0,0,90,0,True,364,2024
365443,90,RCB3,Central Defender,4,1611,5588349,False,0,False,1,0,0,0,90,0,True,364,2024
446705,90,RCMF,Midfielder,25,1611,5588349,False,0,False,0,0,0,0,90,0,True,364,2024
